Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Senegal,SEN,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Serbia,SRB,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Seychelles,SYC,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Singapore,SGP,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Slovenia,SVN,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Somalia,SOM,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,South Africa,ZAF,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,South Sudan,SSD,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Spain,ESP,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,St. Kitts and Nevis,KNA,..,..,12.1,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,St. Lucia,LCA,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sudan,SDN,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Suriname,SUR,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sweden,SWE,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Switzerland,CHE,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tajikistan,TJK,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tanzania,TZA,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Thailand,THA,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Togo,TGO,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tonga,TON,..,..,11.5,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Trinidad and Tobago,TTO,..,..,14.1,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tunisia,TUN,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Turkiye,TUR,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Tuvalu,TUV,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Uganda,UGA,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ukraine,UKR,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United Kingdom,GBR,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United States,USA,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Uruguay,URY,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Vanuatu,VUT,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Vietnam,VNM,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Zambia,ZMB,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Afghanistan,AFG,18.449,14.092,12.096,9.941,8.254,7.331,7.113
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Albania,ALB,5.526,5.549,5.798,6.306,7.029,7.947,10.785
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Algeria,DZA,5.731,5.69,5.037,4.943,4.754,4.437,5.398
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,American Samoa,ASM,..,..,..,..,..,..,5.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Andorra,AND,..,..,..,3.6,2.8,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Angola,AGO,21.993,18.826,18.287,14.497,11.177,8.826,7.821
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Antigua and Barbuda,ATG,7.666,7.416,6.587,6.015,5.7,5.649,5.961
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Argentina,ARG,7.743,7.535,7.6,7.423,7.661,7.543,8.509
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Armenia,ARM,7.524,7.969,8.27,8.914,9.384,9.607,12.792
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Aruba,ABW,7.1,6.366,6.335,6.839,6.745,7.968,9.69
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Australia,AUS,7,6.9,6.7,6.4,6.5,6.6,6.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Austria,AUT,10.8,10.2,9.6,9.1,9.2,9.6,10.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Azerbaijan,AZE,6.1,6.7,5.8,6.2,5.9,5.7,7.5
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Bahamas, The",BHS,5.855,5.91,5.706,5.818,6.269,6.724,8.076
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bahrain,BHR,3.206,2.896,2.595,2.308,1.883,2.109,2.239
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bangladesh,BGD,11.725,9.496,6.855,6.425,6.106,5.776,5.816
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Barbados,BRB,9.701,9.863,9.47,9.218,9.037,8.772,8.973
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belarus,BLR,10.8,13.1,13.5,14.5,14.5,12.6,13
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belgium,BEL,10.4,10.3,10.2,9.9,9.7,9.8,11
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belize,BLZ,5.555,5.448,5.858,5.51,4.66,4.7,5.244
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Benin,BEN,14.75,13.192,11.964,11.337,10.461,9.857,9.364
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bermuda,BMU,7.3,7.9,8,7.1,7.4,7.7,8.8
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bhutan,BTN,11.543,9.555,8.368,7.473,6.808,6.759,6.545
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bolivia,BOL,11.925,10.625,9.826,8.554,7.66,7.216,9.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bosnia and Herzegovina,BIH,7.378,9.709,8.358,9.242,9.499,12.011,14.094
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Botswana,BWA,7.986,10.596,13.128,12.568,8.93,7.435,6.95
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brazil,BRA,7.158,6.685,6.399,6.106,6.199,6.433,7.42
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,British Virgin Islands,VGB,4.952,4.792,4.953,4.88,5.377,5.62,6.38
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brunei Darussalam,BRN,3.87,3.532,3.331,3.438,3.751,4.29,4.975
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bulgaria,BGR,12.5,13.6,14.1,14.8,14.9,15.3,18
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Burkina Faso,BFA,17.079,16.651,15.314,13.499,11.253,9.634,8.813
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Burundi,BDI,19.067,18.823,15.907,12.841,10.538,8.553,7.562
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cabo Verde,CPV,8.315,8.178,5.844,5.151,6.409,5.695,5.692
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cambodia,KHM,12.246,11.064,9.273,7.042,6.121,5.81,6.228
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cameroon,CMR,13.09,13.64,13.426,12.408,10.992,9.179,8.419
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Canada,CAN,7.3,7.2,7.1,7.1,7,7.4,8.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cayman Islands,CYM,4.1,3.4,3.4,3.8,3,2.9,3.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Central African Republic,CAF,16.088,16.577,17.325,16.367,14.534,12.15,11.041
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chad,TCD,20.737,19.195,18.088,16.827,15.421,13.693,12.486
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Channel Islands,CHI,9.90746865242779,9.77840753652874,8.93287269624104,8.30442482571984,8.23918487507408,8.47771132622233,8.47393243061603
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chile,CHL,5.625,5.352,4.959,5.301,5.962,6.121,7.221
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,China,CHN,6.67,6.57,6.45,6.51,7.11,7.07,7.07
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Colombia,COL,5.834,5.58,5.351,5.072,4.924,5.168,6.606
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Comoros,COM,12.806,11.159,10.51,9.997,9.457,8.685,8.274
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Congo, Dem. Rep.",COD,16.833,15.689,14.637,13.136,11.653,10.396,9.537
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Congo, Rep.",COG,11.146,12.287,12.204,9.831,8.123,7.196,6.923
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Costa Rica,CRI,3.758,4.057,3.995,4.078,4.552,5.034,5.627
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cote d'Ivoire,CIV,13.882,14.249,14.291,13.117,11.187,9.543,8.817
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Croatia,HRV,10.9,10.9,11.2,11.656,11.8,12.9,14.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cuba,CUB,6.841,7.32,7.244,7.806,8.297,9.063,10.23
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Curacao,CUW,..,..,..,..,8.4,8.8,9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cyprus,CYP,8.835,8.078,7.458,6.889,6.412,6.358,6.93
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Czechia,CZE,12.5,11.4,10.6,10.6,10.2,10.5,12.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Denmark,DNK,11.9,12.1,10.9,10.1,9.8,9.2,9.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Djibouti,DJI,11.711,11.141,10.831,9.988,9.11,8.598,8.821
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominica,DMA,8.6,..,..,..,8.6,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominican Republic,DOM,6.078,5.695,6.169,5.933,5.821,5.883,6.46
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ecuador,ECU,5.678,5.33,5.007,4.78,4.852,4.773,7.534
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Egypt, Arab Rep.",EGY,8.194,7.025,6.384,6.206,6.018,5.823,5.851
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,El Salvador,SLV,7.812,6.478,5.876,6.599,6.758,7.07,8.442
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Equatorial Guinea,GNQ,16.246,15.248,13.738,12.141,11.214,9.616,9.026
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eritrea,ERI,15.215,12.022,11.084,8.908,7.492,6.654,6.424
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Estonia,EST,12.4,14.5,13.2,12.8,11.9,11.6,11.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eswatini,SWZ,7.155,9.699,14.521,18.845,15.911,11.202,9.603
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ethiopia,ETH,20.055,16.892,14.758,12.226,9.001,7.208,6.616
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Faroe Islands,FRO,7.5,8.4,7.7,8.6,7.2,7.7,7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Fiji,FJI,6.159,5.984,6.457,6.885,7.113,8.05,8.078
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Finland,FIN,10,9.6,9.5,9.1,9.5,9.6,10
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,France,FRA,9.3,9.1,8.9,8.5,8.5,8.9,9.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,French Polynesia,PYF,3.275,2.822,2.284,2.696,2.84,3.037,3.859
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gabon,GAB,11.437,10.62,10.002,9.299,8.284,7.418,6.909
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Gambia, The",GMB,16.102,13.163,11.841,10.56,8.941,7.74,7.373
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Georgia,GEO,10.499,10.569,11.188,11.445,12.347,12.531,13.976
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Germany,DEU,11.6,10.8,10.2,10.1,10.5,11.3,11.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ghana,GHA,11.492,10.676,9.922,9.247,8.626,7.773,7.448
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gibraltar,GIB,7.359,8.639,6.637,7.145,7.678,8.606,8.685
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greece,GRC,9.2,9.5,9.7,9.6,9.8,11.2,12.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greenland,GRL,8.4,8.6,8,8.2,9,8.4,9.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Grenada,GRD,7.348,6.85,7.131,7.233,7.058,7.572,8.061
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guam,GUM,4.486,4.636,4.663,4.303,4.947,5.958,7.178
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guatemala,GTM,8.595,7.679,6.19,5.666,5.296,5.071,5.337
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guinea,GIN,19.494,17.107,14.804,13.037,11.669,10.702,9.847
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guinea-Bissau,GNB,20.568,17.914,15.956,13.87,11.035,9.223,8.574
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guyana,GUY,8.358,8.023,7.399,7.414,7.399,7.431,8.026
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Haiti,HTI,14.029,12.041,10.341,9.239,17.738,8.181,8.176
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Honduras,HND,7.044,5.898,5.141,4.573,4.348,4.147,4.945
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Hong Kong SAR, China",HKG,5.2,5.1,5.1,5.7,6,6.3,6.8
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Hungary,HUN,14,14.1,13.3,13.5,13,13.4,14.5
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Iceland,ISL,6.7,7.2,6.5,6.2,6.4,6.6,6.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,India,IND,10.691,9.612,8.701,7.876,7.385,6.67,7.35
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Indonesia,IDN,8.111,7.505,7.383,7.336,7.406,7.46,8.964
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Iran, Islamic Rep.",IRN,7.176,5.514,5.15,4.97,5.108,4.842,5.567
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Iraq,IRQ,10.565,6.606,6.172,6.732,5.85,4.961,5.239
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ireland,IRL,8.9,8.9,8.2,6.8,6.1,6.4,6.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Isle of Man,IMN,14.76,14.261,12.885,10.719,9.97,10.905,10.414
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Israel,ISR,6.8,6.3,6,5.6,5.2,5.3,5.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Italy,ITA,9.6,9.8,9.8,9.8,9.9,10.7,12.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Jamaica,JAM,6.861,7.066,6.894,6.654,6.019,6.653,7.583
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Japan,JPN,6.7,7.41,7.7,8.53,9.5,10.3,11.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Jordan,JOR,4.345,3.993,3.724,3.645,3.604,3.169,3.475
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kazakhstan,KAZ,7.87,10.66,10.06,10.37,8.95,7.46,8.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kenya,KEN,9.31,10.387,10.677,9.147,7.57,7.361,7.456
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kiribati,KIR,9.229,7.952,7.09,6.917,7.071,6.623,6.242
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Korea, Dem. People's Rep.",PRK,5.578,9.856,10.763,8.501,8.71,8.088,9.078
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Korea, Rep.",KOR,5.6,5.3,5.2,5.1,5.1,5.4,5.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kosovo,XKX,5.421,4.919,4.986,5.037,4.659,4.841,7.505
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kuwait,KWT,2.697,2.07,1.868,2.01,1.834,1.761,3.254
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kyrgyz Republic,KGZ,6.9,8,7,7.2,6.6,5.8,6.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lao PDR,LAO,13.548,11.543,10.256,9.378,8.008,7.513,6.366
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latvia,LVA,13.1,15.7,13.6,14.6,14.3,14.4,15.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lebanon,LBN,7.848,4.969,4.554,4.16,4.066,4.235,6.253
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lesotho,LSO,10.013,11.183,16.083,20.605,18.644,14.825,12.858
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Liberia,LBR,25.501,20.233,15.228,11.599,9.907,9.715,8.753
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Libya,LBY,4.663,4.198,4.686,4.53,4.512,5.427,5.598
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Liechtenstein,LIE,6.8,7.3,7.3,6.2,6.6,6.7,8.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lithuania,LTU,10.8,12.5,11.1,13.2,13.6,14.4,15.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Luxembourg,LUX,9.9,9.3,8.6,7.8,7.4,7,7.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Macao SAR, China",MAC,4.425,3.796,3.64,3.644,3.678,3.851,4.047
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Madagascar,MDG,14.463,12.395,10.385,8.831,7.713,7.049,6.801
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malawi,MWI,22.087,20.333,19.559,14.633,11.412,8.005,6.706
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malaysia,MYS,4.656,4.494,4.584,4.516,5.009,5.096,5.311
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Maldives,MDV,7.916,5.854,4.458,3.724,3.112,2.718,3.001
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mali,MLI,19.272,18.015,15.984,13.669,11.812,10.211,9.529
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malta,MLT,7.8,7.2,7.5,7.8,7.3,7.7,7.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Marshall Islands,MHL,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mauritania,MRT,9.614,9.39,8.856,8.512,8.327,7.979,7.466
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mauritius,MUS,6.6,6.7,6.7,7,7.3,7.7,8.7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mexico,MEX,5.777,5.316,4.997,5.078,5.594,6.007,9.33
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Micronesia, Fed. Sts.",FSM,5.794,5.75,4.953,4.694,4.587,5.008,6.065
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Moldova,MDA,10.588,13.439,12.993,12.501,12.582,14.133,14.445
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Monaco,MCO,..,..,..,..,..,7.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mongolia,MNG,10.48,8.636,7.359,6.992,6.729,6.158,5.475
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Montenegro,MNE,6.772,8,9,9.5,9.1,10.2,11.7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Morocco,MAR,7.706,6.915,6.432,6.177,5.966,5.705,6.073
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mozambique,MOZ,20.036,18.429,15.677,13.753,11.902,9.506,8.004
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Myanmar,MMR,11.489,10.737,9.995,9.628,9.214,8.673,8.819
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Namibia,NAM,8.31,9.524,12.718,12.954,11.062,9.077,8.475
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nauru,NRU,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nepal,NPL,12.66,10.11,8.294,7.132,6.987,7.376,7.209
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Netherlands,NLD,8.6,8.8,8.8,8.4,8.2,8.7,9.7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,New Caledonia,NCL,5.4,5.3,5.1,4.9,4.8,5.4,5.008
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,New Zealand,NZL,8.1,7.49,6.91,6.54,6.53,6.85,6.41
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nicaragua,NIC,7.288,6.051,5.547,5.614,4.491,4.635,5.703
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Niger,NER,24.067,20.523,17.431,13.922,10.589,8.799,8.281
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nigeria,NGA,18.631,18.859,17.464,15.883,14.628,13.803,12.997
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,North Macedonia,MKD,7.606,8.573,8.5,9,9.3,9.9,12.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Norway,NOR,10.9,10.4,9.8,8.9,8.5,7.8,7.5
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Oman,OMN,4.541,3.549,3.156,2.914,2.585,2.205,3.025
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Pakistan,PAK,10.731,10.194,8.77,8.402,7.599,7.097,7.06
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Palau,PLW,7.7,6.4,6.5,6.7,8.1,7.7,7.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Panama,PAN,5.374,5.057,4.768,4.526,4.755,4.875,5.747
