Country Name,Country Code,Series,Series Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Pakistan,PAK,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,61.20315,..
Pakistan,PAK,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,47988035,49955343,..,..
Pakistan,PAK,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
Pakistan,PAK,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Pakistan,PAK,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,66.19,63.55,60.24,44.97,45.38,..,..
Pakistan,PAK,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,9.91,9.6,9.38,15.33,14.53,..,..
Pakistan,PAK,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,33.4,33.05,33.62,44.5,49.23,..,..
Pakistan,PAK,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,57.1,56.45,50.26,36.23,33.9,..,..
Pakistan,PAK,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,65.9,58.35,56.45,40.62,37.93,..,..
Pakistan,PAK,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,69.6,69.99,66.32,50.79,52.21,..,..
Pakistan,PAK,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,12.1,15.31,15.84,22.72,22.28,..,..
Pakistan,PAK,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,38.46246,..,..,..
Pakistan,PAK,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,..,..
Pakistan,PAK,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,61.53754,..,..,..
Pakistan,PAK,Duration of compulsory education (years),SE.COM.DURS,..,..,12,12,12,12,..
Pakistan,PAK,Internet users (per 100 people),IT.NET.USER.P2,0,0.000122702,..,6.332329098,8,14,..
Pakistan,PAK,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,5,5,5,5,..
Pakistan,PAK,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,1,1,1,3,..
Pakistan,PAK,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,..
Pakistan,PAK,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Pakistan,PAK,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Pakistan,PAK,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Pakistan,PAK,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Pakistan,PAK,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Pakistan,PAK,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,..,..,..,..
Pakistan,PAK,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Palau,PLW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,8.02807,..,..,..,..
Palau,PLW,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..
Palau,PLW,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Palau,PLW,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Palau,PLW,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Palau,PLW,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,478,..
Palau,PLW,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
Palau,PLW,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Palau,PLW,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..
Palau,PLW,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,..,..,..,..,..,..,..
Palau,PLW,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,..,..,..,..,..,..,..
Palau,PLW,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,..,..,..,..,..,..,..
Palau,PLW,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,..,..,..,..,..,..,..
Palau,PLW,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,..,..,..,..,..,..,..
Palau,PLW,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,..,..,..,..,..,..,..
Palau,PLW,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,..,..,..,..
Palau,PLW,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,..,..
Palau,PLW,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,..,..
Palau,PLW,Duration of compulsory education (years),SE.COM.DURS,..,..,..,12,12,12,..
Palau,PLW,Internet users (per 100 people),IT.NET.USER.P2,0,..,..,..,..,..,..
Palau,PLW,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,..,6,6,6,..
Palau,PLW,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,3,3,3,3,..
Palau,PLW,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,..
Palau,PLW,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Palau,PLW,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Palau,PLW,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Palau,PLW,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Palau,PLW,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Palau,PLW,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,0,..,..,..,..
Palau,PLW,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Panama,PAN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,3.94781,4.75969,..,..,..,..
Panama,PAN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,46701,..,17796,4850,13564,44375,..
Panama,PAN,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,74.89343,89.64565,91.63021,99.24497,..
Panama,PAN,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,55.03038,48.00095,43.28721,..,..
Panama,PAN,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,80.35502,82.50368,86.54933,94.01722,..
Panama,PAN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,177789,..,166970,..,152427,..,..
Panama,PAN,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
Panama,PAN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Panama,PAN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,9.43,8.2,7.35,6.88,7.19,..,..
Panama,PAN,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,22.69,23.04,20.94,22.72,22.15,..,..
Panama,PAN,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,61.42,67.2,65.79,64.69,62.48,..,..
Panama,PAN,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,3.74,3.65,3.39,3.99,3.28,..,..
Panama,PAN,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,4.7,3.7,3.65,3.84,3.99,..,..
Panama,PAN,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,9.43,9.55,4.98,5.55,4.83,..,..
Panama,PAN,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,25.7,29.31,27.63,29.98,33.09,..,..
Panama,PAN,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,..,..,..,..
Panama,PAN,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,51.66,51.75,..,68.97,..
Panama,PAN,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,..,..
Panama,PAN,Duration of compulsory education (years),SE.COM.DURS,..,..,11,11,11,11,..
Panama,PAN,Internet users (per 100 people),IT.NET.USER.P2,0,0.056123043,6.554796477,11.48400928,40.1,51.20542499,..
Panama,PAN,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,4,4,4,4,..
Panama,PAN,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,4,4,4,0,..
Panama,PAN,Official entrance age to pre-primary education (years),UIS.THAGE.02,5,5,4,4,4,3,..
Panama,PAN,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Panama,PAN,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Panama,PAN,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Panama,PAN,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Panama,PAN,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Panama,PAN,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,10.38622,7.00416,..,..
Panama,PAN,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Papua New Guinea,PNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,1506569,..,1730763,..,..
Papua New Guinea,PNG,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
Papua New Guinea,PNG,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Papua New Guinea,PNG,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,55.67,50.34,44.85,39.94,37.93,..,..
Papua New Guinea,PNG,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,21.67,29.16,32.11,41.76,43.99,..,..
Papua New Guinea,PNG,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,11.07,6.98,5.6,11.05,16.56,..,..
Papua New Guinea,PNG,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,39.75,34.5,30.5,22.7,22.7,..,..
Papua New Guinea,PNG,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,44.58,39.75,34.5,30.5,22.7,..,..
Papua New Guinea,PNG,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,66.96,66,50.37,44.58,39.75,..,..
Papua New Guinea,PNG,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,9.06,10.84,0.4,1.55,5.6,..,..
Papua New Guinea,PNG,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,..,..
Papua New Guinea,PNG,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,..,..
Papua New Guinea,PNG,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..
Papua New Guinea,PNG,Internet users (per 100 people),IT.NET.USER.P2,0,..,0.835249302,1.716190476,1.28,7.9,..
Papua New Guinea,PNG,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,..,..,..,..,..
Papua New Guinea,PNG,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,6,6,6,3,..
Papua New Guinea,PNG,Official entrance age to pre-primary education (years),UIS.THAGE.02,5,5,6,6,6,3,..
Papua New Guinea,PNG,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Papua New Guinea,PNG,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Papua New Guinea,PNG,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Papua New Guinea,PNG,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Papua New Guinea,PNG,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,..,..,..,..
Papua New Guinea,PNG,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Paraguay,PRY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.04071,..,4.23021,..,2.77294,..,..
Paraguay,PRY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,48643,71082,7272,28959,81468,..,..
Paraguay,PRY,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Paraguay,PRY,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Paraguay,PRY,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Paraguay,PRY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,256292,205886,..
Paraguay,PRY,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,79.52471,..,..
Paraguay,PRY,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,13911.4271747925,..,..,..,..
Paraguay,PRY,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,7.37,6.66,7.05,4.07,3.49,..,..
Paraguay,PRY,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,22.75,33.67,22.76,22.19,28.23,..,..
Paraguay,PRY,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,39.74,24.43,23.51,73.34,56.03,..,..
Paraguay,PRY,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,3.22,4.51,3.64,1.11,0.97,..,..
Paraguay,PRY,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,3.66,3.98,4.5,1.32,1.51,..,..
Paraguay,PRY,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,7.76,6.19,8.02,3.04,2.65,..,..
Paraguay,PRY,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,16.63,17.64,16.51,39.31,33.02,..,..
Paraguay,PRY,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,7.09542,..,6.51664,..,..
Paraguay,PRY,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,49.51,58.34,69.03,..
Paraguay,PRY,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,92.90458,..,93.48336,..,..
Paraguay,PRY,Duration of compulsory education (years),SE.COM.DURS,..,..,9,9,9,13,..
Paraguay,PRY,Internet users (per 100 people),IT.NET.USER.P2,0,..,0.747630712,7.907007861,19.8,49.72,..
Paraguay,PRY,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,6,6,6,5,..
Paraguay,PRY,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,1,1,3,1,..
Paraguay,PRY,Official entrance age to pre-primary education (years),UIS.THAGE.02,4,3,3,3,3,3,..
Paraguay,PRY,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Paraguay,PRY,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,98.35046,..,..
Paraguay,PRY,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,24.87831,..,..
Paraguay,PRY,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Paraguay,PRY,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Paraguay,PRY,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,3.6936,4.15892,..,..
Paraguay,PRY,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Peru,PER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,3.22803,2.83903,2.8673,3.96933,..
Peru,PER,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,542453,31666,21299,17475,..,..
Peru,PER,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Peru,PER,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Peru,PER,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Peru,PER,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,2270450,..,1287598,..
Peru,PER,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
Peru,PER,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,5535.57046979866,..,..,..,..
Peru,PER,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,14.2,12.6,9.53,7.53,5.13,..,..
Peru,PER,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,9.58,8.38,12.1,13.02,18.13,..,..
Peru,PER,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,41.39,52.09,63.5,70.08,75.45,..,..
Peru,PER,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,6.88,4.28,2.68,2.05,0.72,..,..
Peru,PER,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,4.16,6.88,4.29,2.68,1.29,..,..
Peru,PER,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,17.89,11.75,10.15,6.71,3.13,..,..
Peru,PER,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,20.74,28.44,28,29.21,46.05,..,..
Peru,PER,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,4.47138,9.43522,20.92224,22.17467,..
Peru,PER,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,43.06,56.32,66.53,76.68,..
Peru,PER,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,95.52862,90.56478,79.07776,77.82533,..
Peru,PER,Duration of compulsory education (years),SE.COM.DURS,..,..,12,12,12,14,..
Peru,PER,Internet users (per 100 people),IT.NET.USER.P2,0,0.033412305,3.076430611,17.1,34.77,40.85260091,..
Peru,PER,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,5,5,5,3,..
Peru,PER,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,3,3,3,0,..
Peru,PER,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,..
Peru,PER,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Peru,PER,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Peru,PER,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Peru,PER,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Peru,PER,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Peru,PER,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,0,0,0,0.56508,0,0.46639,..
Peru,PER,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Philippines,PHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,3.04226,3.1644,2.32807,..,..,..
Philippines,PHL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,135135,..,..,1215007,..,364140,..
Philippines,PHL,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,100,..
Philippines,PHL,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,100,..
Philippines,PHL,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Philippines,PHL,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2348089,..,3551095,..,..,1256639,..
Philippines,PHL,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,77.82305,79.98148,..,..,..
Philippines,PHL,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,10409.2741134915,..,..,..,..
Philippines,PHL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,5.2,5.27,5.4,4.04,2.72,..,..
Philippines,PHL,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,21.52,20.07,19.1,17.79,17.02,..,..
Philippines,PHL,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,53.1,56.75,56.72,65.41,69.23,..,..
Philippines,PHL,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,2.31,4.3,3.98,1.7,1.2,..,..
Philippines,PHL,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,6.7,3.2,4.3,3.19,1.7,..,..
Philippines,PHL,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,6.7,6.89,7.09,5.38,2.64,..,..
Philippines,PHL,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,13.5,21.14,22.04,23.95,24.91,..,..
Philippines,PHL,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,7.71562,3.44959,..,..,..
Philippines,PHL,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,..,..
Philippines,PHL,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,92.28438,96.55041,..,..,..
Philippines,PHL,Duration of compulsory education (years),SE.COM.DURS,..,..,10,10,11,11,..
Philippines,PHL,Internet users (per 100 people),IT.NET.USER.P2,0,0.028585702,1.982253196,5.397636329,25,36,..
Philippines,PHL,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,6,6,5,5,..
Philippines,PHL,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,5,5,5,5,..
Philippines,PHL,Official entrance age to pre-primary education (years),UIS.THAGE.02,6,6,5,5,5,5,..
Philippines,PHL,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Philippines,PHL,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Philippines,PHL,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Philippines,PHL,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
