Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1618,1990,   Mexico,,484,B R, 49 897, 49 916, 47 195, 32 660, 20 449, 18 690, 17 853, 17 217, 14 464, 12 360, 11 964, 12 246, 10 255, 8 183, 9 359, 14 613, 347 321
1619,1995,   Mexico,,484,B R, 29 451, 26 828, 26 564, 25 875, 19 491, 14 831, 13 764, 12 078, 11 317, 8 704, 7 161, 7 013, 6 998, 5 197, 4 716, 8 972, 228 960
1620,2000,   Mexico,,484,B R, 57 374, 53 113, 24 989, 19 554, 17 376, 14 879, 12 044, 11 013, 9 689, 8 058, 7 661, 5 563, 5 259, 5 237, 5 990, 9 356, 267 155
1621,2005,   Mexico,,484,B R, 16 066, 53 466, 49 305, 31 558, 31 683, 31 317, 27 185, 22 543, 19 047, 15 960, 12 218, 10 899, 7 640, 6 726, 6 545, 10 766, 352 924
1622,2010,   Mexico,,484,B R, 101 535, 107 482, 61 078, 44 837, 25 995, 23 395, 22 853, 19 207, 14 097, 11 423, 10 048, 8 225, 8 139, 5 564, 4 268, 10 785, 478 931
1623,2015,   Mexico,,484,B R, 65 828, 104 884, 95 066, 47 004, 35 814, 27 882, 24 654, 21 856, 17 054, 12 403, 10 981, 9 563, 8 544, 7 523, 5 215, 11 188, 505 459
1624,2020,   Mexico,,484,B R, 78 973, 120 142, 108 530, 55 467, 41 661, 33 996, 30 350, 26 913, 21 371, 16 169, 14 126, 12 098, 9 732, 8 431, 5 844, 12 312, 596 115
1625,1990,   Nicaragua,,558,B R, 2 011, 4 895, 2 110, 1 384, 1 358, 1 480, 1 513, 1 353, 1 088,  817,  598,  462,  371,  290,  359,  472, 20 561
1626,1995,   Nicaragua,,558,B R, 1 585, 3 752, 1 427,  784,  717,  785,  829,  791,  658,  491,  372,  280,  214,  179,  132,  259, 13 255
1627,2000,   Nicaragua,,558,B R,  995, 1 494, 3 347, 1 628, 1 338, 1 139, 1 012,  883,  743,  636,  463,  395,  265,  217,  186,  225, 14 966
1628,2005,   Nicaragua,,558,B R, 1 919, 2 202, 1 859, 3 506, 1 407,  903,  845,  843,  791,  656,  580,  459,  369,  237,  198,  371, 17 145
1629,2010,   Nicaragua,,558,B R, 1 074, 1 387, 1 961, 2 074, 3 686, 1 663, 1 182, 1 016,  871,  789,  646,  564,  398,  305,  214,  380, 18 210
1630,2015,   Nicaragua,,558,B R, 1 105, 1 424, 1 305, 1 972, 2 287, 3 762, 1 832, 1 217, 1 011,  843,  734,  592,  491,  333,  249,  381, 19 538
1631,2020,   Nicaragua,,558,B R,  808, 1 381, 1 604, 1 336, 2 105, 2 477, 3 701, 1 786, 1 191,  962,  792,  682,  531,  423,  283,  422, 20 484
1632,1990,   Panama,,591,B R,  715, 1 263, 1 590, 1 860, 2 741, 3 458, 3 340, 3 051, 2 516, 1 889, 1 478, 1 182, 1 114, 1 009,  924, 1 466, 29 596
1633,1995,   Panama,,591,B R,  774, 1 346, 1 651, 2 005, 2 886, 3 720, 3 965, 3 777, 3 210, 2 501, 2 011, 1 445, 1 241, 1 106,  954, 1 516, 34 108
1634,2000,   Panama,,591,B R,  891, 1 527, 1 836, 2 301, 3 247, 4 260, 4 870, 4 758, 4 115, 3 277, 2 675, 1 807, 1 457, 1 225, 1 057, 1 670, 40 973
1635,2005,   Panama,,591,B R, 1 047, 1 763, 2 225, 2 857, 4 328, 5 805, 6 221, 5 956, 5 356, 4 579, 3 705, 2 759, 2 230, 1 737, 1 265, 1 996, 53 829
1636,2010,   Panama,,591,B R, 1 391, 2 308, 3 016, 3 937, 6 233, 8 466, 8 692, 8 252, 7 602, 6 774, 5 450, 4 275, 3 460, 2 342, 1 703, 2 684, 76 585
1637,2015,   Panama,,591,B R, 1 430, 2 043, 3 038, 4 878, 7 608, 9 874, 10 322, 9 333, 8 686, 8 079, 6 824, 5 285, 3 988, 3 142, 2 115, 3 224, 89 869
1638,2020,   Panama,,591,B R, 9 392, 9 971, 9 557, 9 332, 10 797, 13 719, 13 987, 12 953, 11 554, 10 888, 9 634, 7 887, 5 267, 3 869, 3 027, 4 274, 146 108
1646,1990,   Argentina,,32,B R, 4 910, 14 775, 19 204, 27 041, 40 312, 48 532, 52 151, 59 773, 76 889, 69 785, 62 878, 59 973, 70 110, 76 272, 53 289, 125 895, 861 789
1647,1995,   Argentina,,32,B R, 5 561, 12 206, 28 208, 33 249, 55 322, 62 754, 61 266, 58 109, 58 552, 69 606, 62 081, 55 222, 53 869, 58 738, 65 720, 101 579, 842 042
1648,2000,   Argentina,,32,B R, 5 519, 13 177, 18 380, 26 845, 47 326, 59 398, 64 764, 63 289, 57 979, 57 562, 70 629, 61 331, 53 112, 48 586, 53 058, 121 340, 822 295
1649,2005,   Argentina,,32,B R, 6 395, 18 387, 28 690, 40 704, 75 563, 87 327, 79 650, 75 153, 67 542, 58 547, 53 595, 62 940, 54 552, 46 921, 43 336, 99 553, 898 855
1650,2010,   Argentina,,32,B R, 15 188, 26 710, 28 100, 43 886, 75 387, 85 659, 78 169, 76 954, 73 634, 67 219, 61 297, 58 726, 69 072, 55 044, 45 783, 113 433, 974 261
1651,2015,   Argentina,,32,B R, 24 177, 34 365, 41 236, 57 495, 106 800, 128 919, 116 633, 90 290, 80 801, 73 943, 67 197, 58 680, 52 692, 59 110, 46 860, 86 793,1 125 991
1652,2020,   Argentina,,32,B R, 31 959, 47 869, 51 939, 66 211, 105 263, 139 374, 139 856, 112 786, 86 175, 75 432, 68 452, 59 478, 48 595, 42 860, 46 298, 96 648,1 219 195
1653,1990,   Bolivia (Plurinational State of),,68,B R, 3 146, 3 582, 2 701, 3 871, 4 140, 3 762, 3 344, 2 817, 2 182, 1 657, 1 313,  993,  864,  629,  464,  744, 36 209
1654,1995,   Bolivia (Plurinational State of),,68,B R, 3 309, 3 593, 3 968, 3 982, 4 433, 4 697, 3 969, 3 152, 2 612, 1 851, 1 412, 1 123,  836,  732,  528,  595, 40 792
1655,2000,   Bolivia (Plurinational State of),,68,B R, 3 878, 4 847, 4 724, 3 829, 4 384, 4 505, 3 785, 3 474, 2 899, 2 202, 1 802, 1 290, 1 002,  797,  670,  905, 44 993
1656,2005,   Bolivia (Plurinational State of),,68,B R, 6 175, 5 080, 5 565, 5 927, 4 878, 4 949, 4 476, 3 444, 2 753, 2 280, 1 685, 1 454,  914,  750,  596,  800, 51 726
1657,2010,   Bolivia (Plurinational State of),,68,B R, 8 302, 6 984, 4 963, 5 067, 5 664, 4 946, 3 943, 3 663, 3 239, 2 961, 2 393, 1 829, 1 465, 1 084,  761, 1 202, 58 466
1658,2015,   Bolivia (Plurinational State of),,68,B R, 8 568, 7 657, 7 260, 6 365, 5 700, 6 523, 5 316, 4 010, 3 620, 3 230, 2 748, 2 105, 1 558, 1 272,  873, 1 254, 68 059
1659,2020,   Bolivia (Plurinational State of),,68,B R, 9 259, 8 566, 8 009, 7 881, 7 374, 7 638, 6 654, 4 901, 3 808, 3 519, 2 906, 2 328, 1 703, 1 292,  978, 1 344, 78 160
1660,1990,   Brazil,,76,B R, 2 361, 4 749, 6 265, 8 957, 9 879, 11 404, 15 084, 21 918, 31 835, 27 787, 26 095, 30 616, 36 892, 39 804, 30 902, 67 822, 372 370
1661,1995,   Brazil,,76,B R, 3 406, 5 403, 5 925, 7 679, 9 665, 11 289, 13 358, 17 596, 23 551, 25 405, 27 395, 27 515, 30 840, 34 734, 32 541, 69 103, 345 405
1662,2000,   Brazil,,76,B R, 4 421, 5 999, 5 562, 6 432, 9 415, 11 143, 11 575, 13 299, 15 850, 22 957, 28 606, 24 225, 25 019, 29 819, 33 917, 70 201, 318 440
1663,2005,   Brazil,,76,B R, 6 084, 7 408, 7 640, 8 444, 11 103, 13 171, 12 491, 13 172, 14 080, 16 712, 21 289, 22 048, 24 347, 24 703, 26 647, 66 224, 295 563
1664,2010,   Brazil,,76,B R, 7 728, 8 731, 9 512, 10 346, 12 729, 15 248, 13 358, 12 979, 12 280, 11 145, 14 362, 19 649, 23 106, 19 657, 19 814, 62 075, 272 719
1665,2015,   Brazil,,76,B R, 7 924, 14 035, 14 609, 14 688, 20 174, 27 725, 25 560, 21 081, 18 874, 14 833, 15 247, 16 227, 20 746, 18 820, 17 784, 58 520, 326 847
1666,2020,   Brazil,,76,B R, 26 718, 34 535, 36 326, 31 165, 33 445, 46 034, 45 205, 39 113, 32 676, 25 911, 23 541, 20 408, 18 186, 16 917, 16 378, 50 269, 496 827
1667,1990,   Chile,,152,B, 4 456, 4 923, 5 681, 4 648, 3 033, 3 390, 3 505, 3 029, 2 679, 2 460, 2 102, 1 894, 2 122, 2 229, 1 855, 4 948, 52 954
1668,1995,   Chile,,152,B, 6 874, 5 850, 6 426, 7 318, 6 040, 4 101, 4 340, 4 529, 3 691, 3 474, 3 137, 2 685, 2 481, 2 919, 3 099, 5 821, 72 785
1669,2000,   Chile,,152,B, 2 469, 5 158, 8 209, 7 603, 11 766, 12 053, 9 300, 7 678, 6 103, 4 589, 3 685, 2 664, 2 208, 1 918, 2 008, 5 204, 92 615
1670,2005,   Chile,,152,B, 3 711, 6 194, 7 733, 11 899, 16 986, 21 381, 18 860, 13 954, 11 073, 8 435, 5 800, 4 694, 3 650, 2 873, 2 840, 4 863, 144 946
1671,2010,   Chile,,152,B, 16 258, 4 760, 7 739, 9 860, 16 050, 21 813, 26 104, 23 036, 17 747, 13 949, 10 209, 7 000, 6 041, 4 505, 3 727, 8 479, 197 277
1672,2015,   Chile,,152,B, 7 366, 11 882, 12 056, 15 224, 37 462, 55 564, 49 710, 39 415, 29 119, 20 273, 14 056, 9 092, 6 204, 4 020, 2 814, 5 753, 320 010
1673,2020,   Chile,,152,B, 16 072, 34 640, 32 222, 33 543, 93 732, 140 978, 131 021, 97 840, 74 312, 51 982, 37 900, 27 094, 17 240, 10 678, 5 890, 9 798, 814 942
1674,1990,   Colombia,,170,B, 6 020, 9 139, 8 212, 5 155, 3 618, 3 099, 2 738, 2 301, 1 988, 1 809, 1 569, 1 292, 1 253, 1 041,  744, 1 190, 51 168
1675,1995,   Colombia,,170,B, 5 934, 7 871, 7 998, 5 587, 4 211, 3 524, 2 869, 2 434, 2 131, 1 896, 1 702, 1 391, 1 349, 1 183,  845, 1 352, 52 277
1676,2000,   Colombia,,170,B, 5 851, 6 611, 7 787, 6 018, 4 805, 3 948, 2 975, 2 569, 2 276, 1 984, 1 838, 1 494, 1 448, 1 324,  945, 1 513, 53 386
1677,2005,   Colombia,,170,B, 5 649, 4 471, 5 826, 6 126, 5 457, 4 436, 3 105, 2 840, 2 512, 2 063, 1 850, 1 639, 1 431, 1 118,  991, 2 071, 51 585
1678,2010,   Colombia,,170,B, 6 829, 6 035, 6 289, 6 726, 7 408, 6 466, 4 618, 3 845, 2 969, 2 299, 1 903, 1 563, 1 293,  987,  835, 1 853, 61 918
1679,2015,   Colombia,,170,B, 8 249, 8 063, 6 670, 7 292, 9 945, 9 166, 6 640, 5 150, 3 503, 2 537, 1 889, 1 375, 1 025,  744,  562, 1 439, 74 249
1680,2020,   Colombia,,170,B, 106 183, 109 526, 78 964, 87 658, 135 401, 128 053, 93 361, 70 044, 44 475, 30 868, 21 273, 13 888, 9 207, 6 252, 3 916, 12 589, 951 658
1681,1990,   Ecuador,,218,B R, 1 787, 2 549, 3 478, 3 800, 3 798, 4 131, 4 380, 4 135, 3 342, 2 335, 1 770, 1 317, 1 110,  770,  550,  880, 40 132
1682,1995,   Ecuador,,218,B R, 3 737, 4 272, 4 905, 5 138, 5 432, 5 299, 5 360, 5 127, 4 359, 3 340, 2 673, 1 961, 1 663, 1 382,  987, 1 579, 57 214
1683,2000,   Ecuador,,218,B R, 6 119, 6 242, 6 352, 6 423, 6 669, 6 308, 6 066, 5 904, 5 272, 4 377, 3 650, 2 650, 2 259, 2 102, 1 501, 2 402, 74 296
1684,2005,   Ecuador,,218,B R, 8 545, 11 040, 9 614, 8 648, 8 546, 8 518, 7 430, 6 790, 5 424, 4 516, 3 553, 2 769, 2 231, 1 679, 1 199, 1 919, 92 421
1685,2010,   Ecuador,,218,B R, 17 422, 23 793, 20 014, 17 453, 16 651, 17 201, 14 558, 13 034, 9 979, 8 320, 6 384, 5 126, 4 033, 2 726, 1 946, 3 116, 181 756
1686,2015,   Ecuador,,218,B R, 17 447, 21 307, 19 573, 17 371, 17 204, 18 187, 16 690, 14 857, 11 622, 9 077, 6 946, 5 570, 4 496, 2 385, 1 703, 2 726, 187 161
1687,2020,   Ecuador,,218,B R, 39 176, 44 380, 44 491, 34 226, 29 664, 32 645, 31 709, 27 975, 24 550, 20 735, 16 570, 12 771, 7 428, 5 350, 2 610, 3 647, 377 927
1688,1990,   Falkland Islands (Malvinas)*,29,238,B,  21,  18,  16,  24,  39,  52,  61,  42,  33,  22,  13,  9,  8,4,2,3,  367
1689,1995,   Falkland Islands (Malvinas)*,29,238,B,  23,  20,  17,  23,  36,  47,  60,  44,  32,  20,  12,  8,  7,4,2,3,  358
1690,2000,   Falkland Islands (Malvinas)*,29,238,B,  28,  24,  21,  28,  43,  56,  69,  53,  40,  25,  14,  10,  9,  5,3,3,  431
1691,2005,   Falkland Islands (Malvinas)*,29,238,B,  32,  29,  27,  37,  49,  60,  75,  58,  46,  29,  18,  10,  9,  5,3,4,  491
1692,2010,   Falkland Islands (Malvinas)*,29,238,B,  43,  40,  37,  51,  64,  71,  88,  71,  61,  40,  23,  14,  12,  6,4,4,  629
1693,2015,   Falkland Islands (Malvinas)*,29,238,B,  47,  40,  37,  46,  59,  72,  93,  78,  69,  52,  36,  23,  20,  11,  7,  8,  698
1694,2020,   Falkland Islands (Malvinas)*,29,238,B,  58,  50,  46,  58,  72,  89,  117,  97,  85,  65,  45,  29,  25,  15,  8,  9,  868
1695,1990,   French Guiana*,30,254,B R,  878, 1 822, 3 037, 3 129, 2 220, 2 618, 3 628, 3 707, 2 616, 2 229, 1 393,  558,  419,  251,  112,  152, 28 769
1696,1995,   French Guiana*,30,254,B R,  924, 1 864, 2 940, 3 105, 2 655, 3 328, 4 154, 4 132, 3 293, 2 556, 1 779,  955,  716,  429,  192,  240, 33 262
1697,2000,   French Guiana*,30,254,B R,  986, 1 946, 2 933, 3 164, 3 092, 4 017, 4 697, 4 598, 3 730, 2 949, 2 151, 1 316,  986,  591,  266,  332, 37 754
1698,2005,   French Guiana*,30,254,B R, 1 112, 2 086, 2 707, 3 032, 3 489, 4 677, 5 016, 5 051, 4 377, 3 750, 3 059, 2 148, 1 391,  803,  460,  581, 43 739
1699,2010,   French Guiana*,30,254,B R, 1 210, 2 161, 2 829, 3 277, 4 075, 6 034, 6 041, 5 809, 4 869, 4 149, 3 308, 2 412, 1 404,  786,  593,  767, 49 724
1700,2015,   French Guiana*,30,254,B R,  639, 1 181, 2 363, 3 406, 4 282, 6 086, 6 831, 6 931, 6 291, 4 926, 4 085, 3 113, 2 351, 1 437,  817,  970, 55 709
1701,2020,   French Guiana*,30,254,B R, 1 302, 1 439, 1 749, 3 485, 6 546, 7 098, 6 527, 6 536, 6 614, 6 249, 4 631, 3 506, 2 600, 1 969, 1 150, 1 206, 62 607
1702,1990,   Guyana,,328,B R,  232,  289,  242,  126,  125,  139,  146,  123,  111,  94,  82,  74,  51,  30,  14,  17, 1 895
1703,1995,   Guyana,,328,B R,  258,  319,  337,  340,  356,  313,  251,  174,  136,  119,  105,  94,  66,  39,  18,  22, 2 947
1704,2000,   Guyana,,328,B R,  282,  348,  432,  557,  589,  489,  354,  224,  161,  142,  128,  115,  80,  47,  23,  28, 3 999
1705,2005,   Guyana,,328,B R,  221,  280,  359,  571,  809,  788,  599,  408,  259,  193,  150,  137,  113,  77,  48,  39, 5 051
1706,2010,   Guyana,,328,B R,  77,  96,  196,  346,  556,  697,  586,  380,  222,  139,  102,  72,  59,  54,  34,  36, 3 652
1707,2015,   Guyana,,328,B R,  86,  103,  109,  279,  537,  700,  672,  494,  324,  195,  118,  81,  56,  40,  35,  38, 3 867
1708,2020,   Guyana,,328,B R,  613,  631,  640, 1 120, 2 236, 2 818, 2 405, 1 849, 1 396, 1 075,  681,  447,  308,  198,  121,  134, 16 672
1709,1990,   Paraguay,,600,B R, 5 264, 8 305, 9 645, 11 782, 11 034, 9 653, 8 378, 7 127, 5 852, 4 323, 3 362, 2 471, 2 029, 1 245, 1 059, 1 539, 93 068
1710,1995,   Paraguay,,600,B R, 4 544, 6 644, 7 706, 9 418, 9 753, 9 880, 8 727, 7 507, 6 414, 4 946, 3 914, 2 790, 2 226, 1 428, 1 142, 1 662, 88 701
1711,2000,   Paraguay,,600,B R, 3 865, 5 089, 5 885, 7 191, 8 533, 10 110, 9 062, 7 869, 6 947, 5 537, 4 438, 3 092, 2 412, 1 529, 1 221, 1 776, 84 556
1712,2005,   Paraguay,,600,B R, 3 290, 4 222, 5 097, 6 139, 7 378, 8 587, 8 421, 7 796, 6 987, 5 813, 4 674, 3 606, 2 789, 2 144, 1 468, 2 134, 80 545
1713,2010,   Paraguay,,600,B R, 2 788, 3 467, 4 410, 5 226, 6 375, 7 264, 7 866, 7 744, 7 033, 6 067, 4 883, 4 065, 3 125, 2 451, 1 689, 2 452, 76 905
1714,2015,   Paraguay,,600,B R, 2 818, 3 243, 4 100, 4 913, 5 968, 6 876, 7 516, 7 532, 6 957, 6 074, 4 966, 4 108, 3 212, 2 564, 1 760, 2 552, 75 159
1715,2020,   Paraguay,,600,B R, 3 218, 3 314, 3 623, 4 920, 6 883, 8 310, 8 420, 7 868, 7 205, 6 614, 5 480, 4 350, 3 480, 2 690, 2 151, 2 730, 81 256
1716,1990,   Peru,,604,B R, 1 847, 1 687, 1 496, 1 608, 1 744, 1 921, 2 049, 1 897, 1 873, 1 881, 1 658, 1 529, 1 524, 1 352, 1 818, 2 428, 28 312
1717,1995,   Peru,,604,B R, 1 869, 1 913, 1 542, 1 521, 1 771, 1 801, 2 134, 2 062, 1 822, 2 013, 1 838, 1 557, 1 572, 1 548, 1 221, 2 486, 28 670
1718,2000,   Peru,,604,B R, 2 136, 1 950, 2 011, 1 705, 1 883, 2 327, 2 318, 2 563, 2 479, 2 174, 2 348, 2 042, 1 662, 1 628, 1 539, 2 696, 33 461
1719,2005,   Peru,,604,B R, 2 786, 3 950, 3 184, 2 133, 2 481, 3 223, 2 909, 2 619, 2 313, 2 140, 1 944, 1 867, 1 885, 1 615, 1 275, 2 594, 38 918
1720,2010,   Peru,,604,B R, 2 284, 3 107, 3 894, 3 476, 3 073, 3 663, 4 376, 3 903, 3 557, 3 132, 2 869, 2 432, 2 127, 2 018, 1 682, 3 016, 48 609
1721,2015,   Peru,,604,B R, 2 872, 3 371, 3 183, 4 649, 5 118, 4 598, 4 970, 5 437, 5 139, 4 631, 4 087, 3 696, 3 265, 2 695, 2 169, 3 804, 63 684
1722,2020,   Peru,,604,B R, 60 240, 61 204, 50 844, 39 171, 47 513, 81 464, 67 342, 47 747, 32 863, 26 564, 21 587, 17 208, 9 690, 6 901, 4 801, 6 976, 582 115
1723,1990,   Suriname,,740,C R,  736,  644,  602,  611,  683,  862,  823,  780,  751,  550,  405,  347,  156,  123,  98,  145, 8 316
1724,1995,   Suriname,,740,C R, 1 110,  778,  702,  660,  751,  966,  962,  876,  892,  740,  517,  498,  229,  207,  146,  195, 10 229
1725,2000,   Suriname,,740,C R, 1 363,  942,  827,  864,  978, 1 180, 1 156, 1 061, 1 052,  901,  619,  636,  286,  264,  196,  243, 12 568
1726,2005,   Suriname,,740,C R, 1 358, 1 188, 1 110, 1 127, 1 259, 1 590, 1 517, 1 438, 1 385, 1 014,  747,  640,  289,  227,  181,  254, 15 324
1727,2010,   Suriname,,740,C R, 1 861, 1 249, 1 171, 1 204, 1 290, 1 634, 1 676, 1 588, 1 604, 1 391,  988,  946,  430,  384,  267,  372, 18 055
1728,2015,   Suriname,,740,C R, 1 877, 1 428, 1 256, 1 253, 1 452, 1 770, 1 775, 1 651, 1 758, 1 534, 1 095, 1 070,  503,  452,  309,  400, 19 583
1729,2020,   Suriname,,740,C R, 1 969, 1 680, 1 313, 1 274, 1 528, 1 882, 1 811, 1 707, 1 789, 1 667, 1 354, 1 291,  668,  619,  466,  512, 21 530
1730,1990,   Uruguay,,858,B R, 1 709, 1 551, 1 415, 1 188, 1 662, 2 905, 3 708, 3 226, 2 603, 2 870, 3 529, 4 112, 3 818, 4 571, 4 492, 8 927, 52 286
1731,1995,   Uruguay,,858,B R, 1 654, 1 418, 1 319, 1 059, 1 479, 2 769, 3 561, 3 112, 2 550, 2 729, 3 423, 3 892, 3 683, 4 409, 4 332, 8 612, 50 001
1732,2000,   Uruguay,,858,B R, 1 629, 1 731, 1 546, 1 663, 1 931, 2 519, 3 398, 3 850, 3 223, 2 445, 2 499, 3 059, 3 445, 3 185, 3 876, 7 780, 47 779
1733,2005,   Uruguay,,858,B R, 1 539, 1 554, 1 731, 1 718, 2 188, 2 683, 3 014, 3 610, 3 793, 2 958, 2 299, 2 266, 2 708, 2 929, 2 765, 6 904, 44 659
1734,2010,   Uruguay,,858,B R, 2 219, 2 013, 1 514, 1 592, 1 663, 1 514, 1 481, 1 492, 1 676, 1 965, 2 087, 2 053, 3 587, 4 295, 4 221, 8 396, 41 768
1735,2015,   Uruguay,,858,B R, 2 306, 2 149, 1 999, 1 896, 2 553, 2 966, 2 701, 2 360, 2 101, 2 061, 2 060, 2 060, 1 898, 3 032, 3 634, 7 381, 43 157
1736,2020,   Uruguay,,858,B R, 4 277, 4 149, 3 779, 3 456, 3 541, 4 574, 4 738, 4 093, 3 439, 2 987, 2 635, 2 442, 2 062, 1 798, 2 702, 6 658, 57 330
1737,1990,   Venezuela (Bolivarian Republic of),,862,B R, 9 551, 8 620, 11 697, 18 487, 27 628, 37 279, 47 651, 56 845, 59 599, 53 112, 45 737, 38 494, 33 350, 27 212, 17 452, 14 716, 507 430
1738,1995,   Venezuela (Bolivarian Republic of),,862,B R, 9 529, 8 601, 11 672, 18 454, 27 582, 37 211, 47 564, 56 750, 59 483, 53 018, 45 657, 38 424, 33 291, 27 166, 17 419, 14 702, 506 523
1739,2000,   Venezuela (Bolivarian Republic of),,862,B R, 9 571, 14 611, 12 224, 18 693, 30 419, 38 083, 43 595, 48 450, 51 858, 51 950, 44 345, 39 171, 31 932, 27 621, 22 735, 19 798, 505 056
1740,2005,   Venezuela (Bolivarian Republic of),,862,B R, 10 932, 13 968, 17 642, 19 777, 30 643, 41 889, 47 394, 49 598, 50 235, 50 966, 48 348, 41 213, 35 126, 28 433, 24 342, 27 771, 538 277
1741,2010,   Venezuela (Bolivarian Republic of),,862,B R, 24 439, 27 329, 27 568, 26 738, 42 101, 54 410, 61 667, 65 138, 66 531, 63 862, 57 729, 48 867, 38 177, 31 185, 18 064, 17 281, 671 086
1742,2015,   Venezuela (Bolivarian Republic of),,862,B R, 25 422, 25 346, 27 877, 33 852, 43 294, 59 675, 65 536, 65 835, 64 570, 63 011, 57 196, 49 922, 41 292, 31 599, 25 166, 21 397, 700 990
1743,2020,   Venezuela (Bolivarian Republic of),,862,B R, 21 757, 22 024, 21 505, 29 482, 45 226, 56 364, 65 133, 64 727, 61 474, 58 230, 53 684, 47 100, 40 368, 32 595, 24 498, 27 203, 671 370
1751,1990,   Bermuda*,31,60,B,  184,  266,  255,  221,  494, 1 067, 1 086,  897,  776,  684,  482,  419,  368,  286,  232,  409, 8 126
1752,1995,   Bermuda*,31,60,B,  171,  215,  290,  291,  403,  710, 1 191, 1 115,  915,  771,  668,  459,  399,  357,  242,  435, 8 632
1753,2000,   Bermuda*,31,60,B,  199,  288,  254,  247,  342,  896, 1 189, 1 190,  979,  765,  755,  596,  398,  323,  262,  461, 9 144
1754,2005,   Bermuda*,31,60,B,  90,  246,  309,  349,  455,  458,  929, 1 157, 1 152,  946,  789,  720,  564,  381,  271,  509, 9 325
1755,2010,   Bermuda*,31,60,B,  187,  245,  240,  228,  265,  777, 1 128, 1 014, 1 004,  952,  911,  664,  584,  450,  308,  555, 9 512
1756,2015,   Bermuda*,31,60,B,  220,  244,  214,  229,  189,  549, 1 005, 1 100,  956,  952,  900,  925,  618,  545,  425,  720, 9 791
1757,2020,   Bermuda*,31,60,B,  122,  232,  312,  314,  383,  543,  724,  977,  968,  926,  855,  915,  784,  602,  493,  865, 10 015
1758,1990,   Canada,,124,B, 18 983, 43 494, 58 388, 84 085, 129 366, 181 801, 197 616, 211 726, 237 733, 191 180, 161 361, 148 226, 151 363, 126 490, 121 222, 160 632,2 223 666
1759,1995,   Canada,,124,B, 16 461, 46 874, 75 367, 90 141, 120 756, 175 957, 228 029, 235 182, 245 820, 255 128, 201 580, 173 918, 158 030, 150 368, 144 105, 190 957,2 508 673
1760,2000,   Canada,,124,B, 26 029, 53 854, 86 112, 113 913, 136 173, 180 001, 241 940, 279 673, 271 645, 265 905, 265 593, 206 197, 178 782, 156 790, 145 294, 244 878,2 852 779
1761,2005,   Canada,,124,B, 23 329, 60 729, 85 149, 117 779, 147 095, 181 492, 237 622, 290 797, 317 125, 293 354, 278 346, 271 344, 216 065, 182 857, 156 174, 303 890,3 163 147
1762,2010,   Canada,,124,B, 31 222, 70 627, 102 328, 125 113, 176 853, 236 274, 273 560, 308 907, 339 493, 343 755, 297 363, 269 450, 263 053, 203 482, 167 837, 315 370,3 524 687
1763,2015,   Canada,,124,B, 27 818, 62 926, 91 170, 113 585, 160 558, 244 533, 283 121, 327 856, 360 318, 393 759, 340 618, 306 311, 299 038, 270 398, 223 032, 390 452,3 895 493
1764,2020,   Canada,,124,B, 40 195, 91 501, 108 877, 127 799, 166 816, 231 087, 301 917, 363 289, 363 164, 375 653, 399 158, 341 991, 304 828, 288 169, 261 737, 454 781,4 220 962
1765,1990,   Greenland*,32,304,B,  167,  218,  258,  194,  232,  351,  353,  312,  285,  234,  111,  54,  27,  8,  3,  3, 2 810
1766,1995,   Greenland*,32,304,B,  99,  194,  142,  148,  159,  270,  298,  242,  214,  211,  172,  60,  23,  10,  1,  3, 2 246
1767,2000,   Greenland*,32,304,B,  90,  106,  127,  75,  154,  217,  241,  227,  205,  198,  166,  131,  33,  10,  2,  3, 1 985
1768,2005,   Greenland*,32,304,B,  111,  120,  103,  92,  108,  240,  292,  218,  184,  197,  180,  138,  83,  19,  8,  2, 2 095
1769,2010,   Greenland*,32,304,B,  93,  133,  86,  65,  112,  197,  270,  216,  170,  170,  169,  137,  95,  39,  10,  10, 1 972
1770,2015,   Greenland*,32,304,B,  92,  118,  112,  59,  79,  241,  279,  214,  198,  167,  154,  151,  122,  39,  21,  12, 2 058
1771,2020,   Greenland*,32,304,B,  97,  115,  96,  77,  98,  271,  277,  212,  209,  167,  137,  136,  119,  44,  11,  11, 2 077
1772,1990,   Saint Pierre and Miquelon*,33,666,B,  26,  43,  58,  34,  28,  43,  60,  51,  34,  32,  27,  18,  19,  19,  13,  34,  539
1773,1995,   Saint Pierre and Miquelon*,33,666,B,  32,  45,  64,  50,  37,  46,  64,  67,  49,  35,  29,  19,  18,  18,  24,  41,  638
1774,2000,   Saint Pierre and Miquelon*,33,666,B,  34,  49,  65,  48,  39,  50,  68,  75,  71,  59,  44,  26,  12,  11,  12,  39,  702
1775,2005,   Saint Pierre and Miquelon*,33,666,B,  27,  35,  48,  42,  30,  35,  47,  56,  56,  48,  42,  28,  14,  7,  7,  28,  550
1776,2010,   Saint Pierre and Miquelon*,33,666,B,  22,  28,  38,  36,  30,  36,  45,  51,  47,  41,  35,  24,  12,  7,  6,  28,  486
1777,2015,   Saint Pierre and Miquelon*,33,666,B,  22,  25,  33,  34,  32,  42,  48,  49,  44,  38,  32,  22,  11,  6,  5,  27,  470
