Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1509,2005,   Puerto Rico*,25,630,B, 4 399, 7 052, 8 370, 10 614, 20 793, 21 234, 19 941, 15 415, 13 546, 12 963, 11 820, 5 552, 4 883, 4 072, 2 679, 3 447, 166 780
1510,2010,   Puerto Rico*,25,630,B, 2 626, 3 933, 4 668, 5 918, 13 010, 15 425, 17 118, 16 286, 14 314, 13 434, 11 572, 7 682, 6 758, 3 589, 2 361, 4 245, 142 939
1511,2015,   Puerto Rico*,25,630,B, 1 931, 2 768, 3 286, 4 164, 10 638, 11 959, 13 268, 14 774, 14 794, 14 151, 12 190, 8 943, 7 868, 3 491, 2 296, 4 395, 130 916
1512,2020,   Puerto Rico*,25,630,B, 1 695, 2 430, 2 883, 3 654, 9 335, 10 491, 11 638, 12 960, 12 978, 12 416, 10 696, 7 847, 6 906, 3 064, 2 014, 3 861, 114 868
1513,1990,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1514,1995,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1515,2000,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1516,2005,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1517,2010,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1518,2015,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1519,2020,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1520,1990,   Saint Kitts and Nevis,,659,B R,  130,  169,  175,  111,  104,  131,  124,  122,  98,  98,  81,  79,  64,  49,  43,  64, 1 642
1521,1995,   Saint Kitts and Nevis,,659,B R,  171,  200,  237,  173,  150,  171,  166,  159,  137,  124,  107,  103,  89,  72,  60,  77, 2 196
1522,2000,   Saint Kitts and Nevis,,659,B R,  239,  256,  275,  204,  226,  299,  300,  278,  227,  188,  133,  121,  97,  77,  64,  84, 3 068
1523,2005,   Saint Kitts and Nevis,,659,B R,  271,  280,  292,  249,  238,  315,  355,  337,  287,  231,  170,  131,  108,  85,  70,  82, 3 501
1524,2010,   Saint Kitts and Nevis,,659,B R,  289,  294,  303,  274,  259,  308,  365,  375,  331,  275,  204,  154,  119,  94,  77,  85, 3 806
1525,2015,   Saint Kitts and Nevis,,659,B R,  291,  295,  303,  283,  275,  300,  344,  375,  352,  299,  231,  177,  133,  102,  80,  76, 3 916
1526,2020,   Saint Kitts and Nevis,,659,B R,  302,  251,  246,  277,  309,  333,  345,  359,  370,  328,  269,  206,  155,  112,  81,  123, 4 066
1527,1990,   Saint Lucia,,662,B R,  187,  268,  245,  214,  207,  264,  283,  226,  179,  108,  96,  78,  78,  74,  47,  64, 2 618
1528,1995,   Saint Lucia,,662,B R,  249,  299,  334,  267,  292,  320,  356,  357,  270,  205,  130,  125,  102,  90,  90,  77, 3 563
1529,2000,   Saint Lucia,,662,B R,  334,  365,  433,  428,  315,  397,  461,  480,  464,  340,  250,  165,  166,  136,  112,  114, 4 960
1530,2005,   Saint Lucia,,662,B R,  361,  321,  320,  354,  378,  327,  377,  427,  461,  410,  307,  221,  162,  145,  144,  126, 4 841
1531,2010,   Saint Lucia,,662,B R,  346,  355,  276,  253,  251,  303,  318,  335,  395,  389,  327,  255,  174,  148,  114,  138, 4 377
1532,2015,   Saint Lucia,,662,B R,  329,  327,  293,  246,  235,  258,  288,  303,  339,  365,  334,  271,  200,  151,  123,  117, 4 179
1533,2020,   Saint Lucia,,662,B R,  295,  318,  281,  236,  224,  247,  276,  291,  325,  362,  320,  260,  192,  144,  117,  116, 4 004
1534,1990,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1535,1995,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1536,2000,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1537,2005,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1538,2010,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1539,2015,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1540,2020,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1541,1990,   Saint Vincent and the Grenadines,,670,B R,  226,  331,  191,  148,  132,  172,  155,  133,  121,  70,  58,  35,  45,  45,  32,  34, 1 928
1542,1995,   Saint Vincent and the Grenadines,,670,B R,  235,  241,  279,  171,  134,  134,  159,  143,  124,  101,  63,  49,  36,  43,  39,  60, 2 011
1543,2000,   Saint Vincent and the Grenadines,,670,B R,  243,  249,  198,  187,  145,  163,  136,  138,  132,  114,  96,  69,  63,  44,  40,  82, 2 099
1544,2005,   Saint Vincent and the Grenadines,,670,B R,  270,  270,  202,  155,  153,  181,  154,  133,  129,  112,  99,  79,  67,  50,  40,  104, 2 198
1545,2010,   Saint Vincent and the Grenadines,,670,B R,  222,  237,  181,  128,  150,  216,  154,  144,  148,  160,  149,  132,  111,  57,  48,  65, 2 302
1546,2015,   Saint Vincent and the Grenadines,,670,B R,  226,  221,  202,  150,  133,  193,  179,  144,  140,  148,  148,  135,  119,  83,  51,  83, 2 355
1547,2020,   Saint Vincent and the Grenadines,,670,B R,  229,  249,  199,  162,  146,  195,  169,  157,  142,  147,  144,  136,  121,  83,  63,  101, 2 443
1548,1990,   Sint Maarten (Dutch part)*,26,534,B R,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1549,1995,   Sint Maarten (Dutch part)*,26,534,B R,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1550,2000,   Sint Maarten (Dutch part)*,26,534,B R,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1551,2005,   Sint Maarten (Dutch part)*,26,534,B R,  230,  351,  406,  471,  436,  439,  533,  583,  621,  578,  493,  392,  341,  169,  88,  154, 6 285
1552,2010,   Sint Maarten (Dutch part)*,26,534,B R,  480,  732,  847,  982,  861,  916, 1 065, 1 219, 1 297, 1 209, 1 031,  821,  555,  277,  135,  143, 12 570
1553,2015,   Sint Maarten (Dutch part)*,26,534,B R,  498,  658,  831, 1 012, 1 015,  993, 1 076, 1 145, 1 195, 1 151, 1 005,  816,  692,  518,  267,  205, 13 077
1554,2020,   Sint Maarten (Dutch part)*,26,534,B R,  545,  525,  611,  887, 1 227, 1 331, 1 239, 1 176, 1 147, 1 175, 1 061,  882,  699,  560,  427,  330, 13 822
1555,1990,   Trinidad and Tobago,,780,B R,  760,  697,  694,  794, 1 017, 1 132, 1 173, 1 281, 1 305, 1 157,  967, 1 079, 1 558, 2 301, 3 044, 4 569, 23 528
1556,1995,   Trinidad and Tobago,,780,B R,  686,  628,  639,  691,  837,  930,  989, 1 078, 1 110, 1 042,  919,  938, 1 273, 2 122, 2 970, 4 451, 21 303
1557,2000,   Trinidad and Tobago,,780,B R,  685,  626,  653,  663,  746,  825,  904,  984, 1 029, 1 035,  968,  895, 1 126, 1 828, 2 530, 3 791, 19 288
1558,2005,   Trinidad and Tobago,,780,B R,  731,  668,  714,  712,  785,  836,  905,  978, 1 039, 1 079, 1 048,  991, 1 121, 1 974, 2 827, 4 239, 20 647
1559,2010,   Trinidad and Tobago,,780,B R, 1 152, 1 526, 1 272, 1 131, 1 194, 1 404, 1 838, 1 689, 1 406, 1 521, 1 835, 1 511, 1 280, 1 075, 1 311, 2 007, 23 152
1560,2015,   Trinidad and Tobago,,780,B R, 1 244, 1 199, 1 468, 1 422, 1 554, 1 804, 1 888, 2 046, 1 737, 1 462, 1 556, 1 660, 1 482, 1 099,  978, 1 865, 24 464
1561,2020,   Trinidad and Tobago,,780,B R, 2 877, 2 901, 2 607, 2 641, 2 694, 3 664, 3 631, 3 172, 2 833, 2 395, 2 040, 1 840, 1 775, 1 372, 1 070, 1 667, 39 179
1562,1990,   Turks and Caicos Islands*,27,796,B R,  181,  203,  197,  161,  190,  283,  331,  325,  237,  167,  110,  90,  75,  31,  24,  15, 2 620
1563,1995,   Turks and Caicos Islands*,27,796,B R,  62,  248,  253,  255,  373,  453,  441,  417,  362,  272,  177,  114,  92,  70,  28,  26, 3 643
1564,2000,   Turks and Caicos Islands*,27,796,B R,  77,  118,  295,  330,  529,  680,  603,  513,  439,  378,  268,  163,  105,  81,  55,  31, 4 665
1565,2005,   Turks and Caicos Islands*,27,796,B R,  131,  180,  197,  438,  791, 1 032,  965,  788,  625,  516,  416,  274,  178,  117,  79,  60, 6 787
1566,2010,   Turks and Caicos Islands*,27,796,B R,  132,  224,  249,  333, 1 008, 1 365, 1 312, 1 109,  884,  695,  538,  401,  281,  178,  109,  89, 8 907
1567,2015,   Turks and Caicos Islands*,27,796,B R,  194,  272,  307,  463, 1 089, 1 789, 1 709, 1 487, 1 217,  978,  742,  540,  399,  270,  159,  144, 11 759
1568,2020,   Turks and Caicos Islands*,27,796,B R,  197,  300,  313,  481, 1 182, 1 754, 1 928, 1 685, 1 449, 1 191,  930,  674,  481,  348,  217,  195, 13 325
1569,1990,   United States Virgin Islands*,28,850,B, 1 093, 1 330, 1 668, 1 985, 2 297, 2 651, 2 807, 2 688, 2 161, 1 600, 1 119,  920,  772,  682,  488,  563, 24 824
1570,1995,   United States Virgin Islands*,28,850,B, 1 134, 1 381, 1 735, 2 066, 2 393, 2 765, 2 921, 2 779, 2 216, 1 635, 1 149,  947,  801,  702,  524,  612, 25 760
1571,2000,   United States Virgin Islands*,28,850,B,  879, 1 093, 1 242, 1 436, 1 702, 1 995, 2 273, 2 475, 2 547, 2 496, 2 311, 2 018, 1 686, 1 222,  525,  830, 26 730
1572,2005,   United States Virgin Islands*,28,850,B,  878,  940, 1 177, 1 358, 1 588, 1 883, 2 147, 2 293, 2 366, 2 396, 2 355, 2 189, 1 886, 1 536,  942,  792, 26 726
1573,2010,   United States Virgin Islands*,28,850,B,  555,  844,  995,  995, 1 103, 1 353, 1 562, 1 825, 2 078, 2 458, 2 822, 2 870, 2 584, 2 114,  960, 1 604, 26 722
1574,2015,   United States Virgin Islands*,28,850,B,  548,  689, 1 007, 1 185, 1 259, 1 402, 1 660, 1 752, 1 835, 1 989, 2 273, 2 608, 2 608, 2 311, 1 867, 1 735, 26 728
1575,2020,   United States Virgin Islands*,28,850,B,  546,  732,  941, 1 269, 1 485, 1 619, 1 800, 1 912, 1 801, 1 772, 1 848, 2 099, 2 393, 2 295, 1 982, 2 250, 26 744
1583,1990,   Belize,,84,B R ,  676, 1 244, 1 631, 1 694, 1 841, 1 746, 1 674, 1 478, 1 189,  835,  642,  494,  405,  314,  242,  288, 16 393
1584,1995,   Belize,,84,B R ,  439,  723, 1 262, 1 685, 2 130, 2 221, 2 005, 1 755, 1 493, 1 094,  719,  577,  426,  386,  286,  311, 17 512
1585,2000,   Belize,,84,B R ,  347,  797, 1 339, 1 724, 2 133, 2 157, 1 967, 1 854, 1 677, 1 377,  994,  705,  473,  420,  301,  366, 18 631
1586,2005,   Belize,,84,B R ,  310,  487,  906, 1 676, 2 396, 2 574, 2 534, 2 245, 1 942, 1 724, 1 316, 1 004,  630,  468,  412,  428, 21 052
1587,2010,   Belize,,84,B R ,  215,  438,  657, 1 263, 2 274, 2 836, 3 038, 2 915, 2 398, 2 025, 1 688, 1 257,  869,  601,  419,  582, 23 475
1588,2015,   Belize,,84,B R ,  368,  445,  614, 1 132, 2 301, 3 169, 3 434, 3 390, 3 121, 2 568, 2 006, 1 669, 1 153,  866,  556,  681, 27 473
1589,2020,   Belize,,84,B R ,  382,  497,  586, 1 135, 2 339, 3 337, 3 808, 3 741, 3 535, 3 234, 2 466, 1 925, 1 491, 1 122,  785,  827, 31 210
1590,1990,   Costa Rica,,188,B R, 5 678, 15 098, 16 459, 20 839, 27 682, 27 082, 23 091, 18 386, 13 857, 10 448, 8 793, 6 355, 5 283, 4 327, 3 480, 5 315, 212 173
1591,1995,   Costa Rica,,188,B R, 4 899, 13 153, 14 209, 18 131, 24 422, 23 900, 20 275, 16 099, 12 060, 9 027, 7 516, 5 344, 4 401, 3 644, 2 931, 4 474, 184 485
1592,2000,   Costa Rica,,188,B R, 4 141, 11 214, 12 010, 15 359, 21 134, 20 713, 17 425, 13 764, 10 185, 7 573, 6 232, 4 375, 3 566, 3 004, 2 417, 3 686, 156 798
1593,2005,   Costa Rica,,188,B R, 3 654, 8 748, 10 957, 15 602, 20 952, 22 699, 21 185, 18 100, 13 821, 10 392, 8 293, 6 349, 4 832, 3 726, 2 771, 4 364, 176 445
1594,2010,   Costa Rica,,188,B R, 3 198, 6 410, 9 990, 15 903, 20 866, 24 703, 24 888, 22 341, 17 367, 13 138, 10 308, 8 278, 6 071, 4 439, 3 121, 5 034, 196 055
1595,2015,   Costa Rica,,188,B R, 2 132, 3 483, 6 706, 11 516, 20 232, 24 610, 25 140, 23 360, 20 204, 16 461, 12 503, 9 768, 7 166, 5 334, 3 618, 5 380, 197 613
1596,2020,   Costa Rica,,188,B R, 10 913, 11 762, 11 854, 14 307, 19 566, 28 660, 29 718, 27 920, 25 140, 22 894, 18 919, 14 381, 9 352, 6 918, 4 776, 6 556, 263 636
1597,1990,   El Salvador,,222,B R, 2 720, 4 767, 2 476, 1 241, 1 462, 1 653, 1 534, 1 178, 1 061,  780,  695,  657,  567,  461,  366,  600, 22 218
1598,1995,   El Salvador,,222,B R, 1 913, 1 972, 1 844, 1 656, 1 895, 1 593, 1 386, 1 256, 1 167,  878,  679,  599,  462,  375,  343,  546, 18 564
1599,2000,   El Salvador,,222,B R,  952, 1 032, 1 258, 1 677, 1 871, 1 760, 1 290,  926,  846,  749,  584,  540,  401,  329,  298,  396, 14 909
1600,2005,   El Salvador,,222,B R,  897, 1 235, 1 524, 1 916, 2 172, 1 586, 1 330, 1 321, 1 245,  947,  681,  575,  412,  333,  335,  525, 17 034
1601,2010,   El Salvador,,222,B R, 1 130,  633, 1 089, 1 779, 2 461, 2 622, 2 059, 1 552, 1 457, 1 204,  941,  642,  444,  344,  281,  519, 19 157
1602,2015,   El Salvador,,222,B R, 1 115,  738,  599, 1 336, 2 501, 2 987, 2 807, 1 849, 1 446, 1 261, 1 052,  787,  477,  341,  261,  449, 20 006
1603,2020,   El Salvador,,222,B R, 1 102, 1 007,  808,  726, 1 847, 2 920, 3 177, 2 500, 1 688, 1 044,  993,  873,  611,  395,  284,  369, 20 344
1604,1990,   Guatemala,,320,B R, 9 150, 7 525, 8 748, 10 620, 12 410, 12 893, 11 786, 10 224, 7 776, 5 763, 4 346, 3 903, 3 123, 1 875, 1 124, 1 349, 112 615
1605,1995,   Guatemala,,320,B R, 5 433, 4 535, 5 056, 6 067, 7 161, 7 548, 7 043, 6 236, 4 806, 3 557, 2 651, 2 340, 1 872, 1 124,  674,  810, 66 913
1606,2000,   Guatemala,,320,B R, 1 718, 1 547, 1 356, 1 501, 1 900, 2 195, 2 309, 2 257, 1 846, 1 357,  960,  777,  622,  373,  224,  269, 21 211
1607,2005,   Guatemala,,320,B R, 1 948, 1 757, 1 696, 1 874, 2 183, 2 459, 2 639, 2 639, 2 348, 1 861, 1 423, 1 105,  884,  531,  319,  382, 26 048
1608,2010,   Guatemala,,320,B R, 1 985, 1 718, 1 725, 1 850, 2 562, 3 045, 3 164, 3 127, 3 042, 2 481, 1 885, 1 418, 1 085,  856,  506,  470, 30 919
1609,2015,   Guatemala,,320,B R, 1 994, 1 870, 1 744, 1 895, 2 671, 3 529, 3 790, 3 626, 3 487, 3 096, 2 423, 1 814, 1 343, 1 015,  777,  654, 35 728
1610,2020,   Guatemala,,320,B R, 2 053, 1 777, 1 824, 1 898, 2 701, 3 602, 4 210, 4 173, 3 931, 3 510, 3 019, 2 338, 1 717, 1 256,  921,  986, 39 916
1611,1990,   Honduras,,340,B R, 5 785, 6 905, 10 981, 14 067, 15 922, 17 623, 16 378, 12 714, 8 901, 6 855, 5 793, 5 370, 4 296, 2 579, 1 548, 1 856, 137 573
1612,1995,   Honduras,,340,B R, 3 239, 3 874, 6 043, 7 644, 8 621, 9 552, 8 955, 7 067, 5 037, 3 901, 3 292, 3 037, 2 431, 1 459,  875, 1 050, 76 077
1613,2000,   Honduras,,340,B R,  643,  775,  986, 1 128, 1 205, 1 414, 1 528, 1 466, 1 282, 1 064,  888,  756,  604,  363,  218,  261, 14 581
1614,2005,   Honduras,,340,B R,  491,  668,  776, 1 015, 1 249, 1 375, 1 538, 1 481, 1 307, 1 115,  940,  796,  654,  489,  303,  279, 14 476
1615,2010,   Honduras,,340,B R, 1 265, 1 171, 1 027,  793,  773,  929, 1 244, 1 347, 1 225, 1 039,  970,  735,  614,  451,  368,  355, 14 306
1616,2015,   Honduras,,340,B R, 1 905, 2 389, 1 541, 1 128, 1 121, 1 187, 1 434, 1 484, 1 391, 1 166, 1 252,  957,  836,  642,  669, 1 021, 20 123
1617,2020,   Honduras,,340,B R, 1 700, 1 910, 2 284, 1 250, 1 082,  973, 1 283, 1 510, 1 499, 1 341, 1 242, 1 163,  884,  705,  609, 1 140, 20 575
1618,1990,   Mexico,,484,B R, 50 387, 49 856, 46 978, 30 915, 20 157, 18 224, 17 224, 17 441, 14 862, 13 685, 14 019, 13 430, 10 355, 9 464, 9 465, 11 891, 348 353
1619,1995,   Mexico,,484,B R, 29 797, 26 847, 26 493, 24 540, 19 249, 14 488, 13 304, 12 259, 11 649, 9 656, 8 407, 7 707, 7 082, 6 022, 4 780, 7 309, 229 589
1620,2000,   Mexico,,484,B R, 59 512, 53 680, 24 939, 17 469, 15 521, 13 638, 12 392, 12 196, 10 798, 9 200, 8 897, 6 653, 6 251, 6 065, 6 066, 7 619, 270 896
1621,2005,   Mexico,,484,B R, 16 794, 54 453, 49 588, 28 426, 28 530, 28 936, 28 181, 25 143, 21 381, 18 357, 14 287, 13 124, 9 146, 7 846, 6 681, 8 851, 359 724
1622,2010,   Mexico,,484,B R, 105 976, 111 007, 62 525, 42 125, 23 349, 20 517, 21 588, 20 067, 16 695, 14 168, 12 242, 9 899, 9 307, 6 824, 5 067, 9 423, 490 779
1623,2015,   Mexico,,484,B R, 67 597, 106 558, 95 723, 43 405, 31 606, 24 019, 22 896, 22 466, 19 889, 15 157, 13 174, 11 337, 9 619, 9 085, 6 096, 9 605, 508 232
1624,2020,   Mexico,,484,B R, 80 577, 121 876, 109 362, 51 954, 36 955, 29 893, 28 750, 27 995, 24 941, 19 626, 16 938, 14 330, 10 868, 10 061, 6 748, 10 635, 601 509
1625,1990,   Nicaragua,,558,B R, 2 080, 5 033, 2 045, 1 193, 1 078, 1 207, 1 371, 1 454, 1 322, 1 047,  778,  597,  469,  339,  378,  469, 20 860
1626,1995,   Nicaragua,,558,B R, 1 571, 3 904, 1 490,  725,  519,  574,  682,  768,  773,  645,  477,  338,  297,  206,  153,  242, 13 364
1627,2000,   Nicaragua,,558,B R, 1 057, 1 602, 3 505, 1 517, 1 110,  912,  874,  907,  887,  831,  610,  531,  345,  279,  211,  245, 15 423
1628,2005,   Nicaragua,,558,B R, 2 093, 2 289, 1 880, 3 280, 1 225,  874,  853,  822,  869,  803,  784,  564,  441,  342,  255,  400, 17 774
1629,2010,   Nicaragua,,558,B R, 1 167, 1 481, 1 992, 1 985, 3 476, 1 621, 1 180, 1 072,  971,  981,  835,  722,  520,  405,  273,  454, 19 135
1630,2015,   Nicaragua,,558,B R, 1 208, 1 531, 1 335, 1 900, 2 171, 3 668, 1 840, 1 290, 1 135, 1 055,  953,  763,  647,  447,  321,  459, 20 723
1631,2020,   Nicaragua,,558,B R,  887, 1 480, 1 628, 1 276, 1 979, 2 404, 3 622, 1 875, 1 326, 1 195, 1 023,  873,  691,  560,  360,  504, 21 683
1632,1990,   Panama,,591,B R,  737, 1 325, 1 698, 1 983, 2 861, 3 527, 3 395, 3 206, 2 818, 2 267, 1 858, 1 528, 1 488, 1 380, 1 220, 1 857, 33 148
1633,1995,   Panama,,591,B R,  800, 1 404, 1 728, 2 059, 2 883, 3 676, 3 955, 3 854, 3 392, 2 784, 2 365, 1 773, 1 586, 1 448, 1 203, 1 830, 36 740
1634,2000,   Panama,,591,B R,  911, 1 571, 1 869, 2 262, 3 089, 4 052, 4 735, 4 717, 4 155, 3 452, 2 996, 2 121, 1 784, 1 526, 1 265, 1 932, 42 437
1635,2005,   Panama,,591,B R, 1 090, 1 819, 2 242, 2 782, 4 106, 5 529, 6 071, 6 038, 5 550, 4 836, 4 003, 3 063, 2 611, 2 113, 1 498, 2 281, 55 632
1636,2010,   Panama,,591,B R, 1 502, 2 451, 3 099, 3 915, 6 073, 8 302, 8 793, 8 714, 8 224, 7 359, 5 933, 4 735, 4 060, 2 880, 2 046, 3 117, 81 203
1637,2015,   Panama,,591,B R, 1 530, 2 152, 3 100, 4 843, 7 454, 9 733, 10 405, 9 701, 9 233, 8 696, 7 425, 5 859, 4 661, 3 832, 2 513, 3 704, 94 841
1638,2020,   Panama,,591,B R, 11 381, 12 191, 11 627, 10 874, 11 111, 14 415, 15 151, 14 517, 13 347, 12 673, 11 272, 9 293, 6 130, 4 655, 3 542, 4 878, 167 057
1646,1990,   Argentina,,32,B R, 4 981, 15 370, 18 780, 24 407, 35 059, 41 880, 45 372, 53 618, 75 773, 71 128, 64 328, 61 068, 66 114, 72 652, 46 747, 90 853, 788 130
1647,1995,   Argentina,,32,B R, 5 525, 12 439, 27 007, 29 354, 47 042, 52 941, 52 116, 50 982, 56 501, 69 490, 62 212, 55 076, 49 714, 54 763, 56 373, 71 492, 753 027
1648,2000,   Argentina,,32,B R, 5 703, 13 815, 19 419, 25 122, 38 583, 48 598, 56 379, 54 020, 49 759, 50 413, 67 280, 60 382, 52 271, 46 620, 46 009, 83 551, 717 924
1649,2005,   Argentina,,32,B R, 6 511, 18 997, 29 872, 37 501, 60 576, 70 261, 68 221, 63 102, 57 027, 50 455, 50 273, 61 034, 52 880, 44 334, 36 976, 67 288, 775 308
1650,2010,   Argentina,,32,B R, 15 511, 26 992, 27 811, 41 653, 70 148, 79 801, 67 700, 65 233, 61 111, 55 019, 49 002, 49 022, 60 847, 49 059, 39 069, 73 718, 831 696
1651,2015,   Argentina,,32,B R, 24 290, 34 163, 40 139, 53 650, 97 682, 118 042, 99 223, 75 167, 65 844, 59 419, 52 725, 48 099, 45 605, 51 766, 39 277, 55 219, 960 310
1652,2020,   Argentina,,32,B R, 33 745, 49 596, 52 741, 63 779, 96 794, 128 603, 120 679, 95 872, 72 375, 62 667, 55 511, 50 016, 42 190, 37 562, 38 769, 61 634,1 062 533
1653,1990,   Bolivia (Plurinational State of),,68,B R, 3 341, 3 743, 2 762, 3 805, 3 999, 3 654, 3 283, 2 968, 2 487, 2 005, 1 561, 1 119,  963,  697,  468,  694, 37 549
1654,1995,   Bolivia (Plurinational State of),,68,B R, 3 547, 3 739, 4 069, 3 963, 4 392, 4 716, 4 053, 3 338, 2 942, 2 257, 1 706, 1 303,  954,  761,  503,  563, 42 806
1655,2000,   Bolivia (Plurinational State of),,68,B R, 4 176, 4 997, 4 835, 3 841, 4 432, 4 653, 4 006, 3 683, 3 211, 2 695, 2 199, 1 535, 1 165,  776,  597,  864, 47 665
1656,2005,   Bolivia (Plurinational State of),,68,B R, 6 592, 5 359, 5 820, 5 798, 5 109, 5 318, 4 991, 3 925, 3 234, 2 793, 2 059, 1 781, 1 123,  796,  584,  737, 56 019
1657,2010,   Bolivia (Plurinational State of),,68,B R, 8 675, 7 444, 5 237, 4 770, 6 065, 5 458, 4 564, 4 439, 3 984, 3 589, 2 894, 2 278, 1 875, 1 243,  811, 1 054, 64 380
1658,2015,   Bolivia (Plurinational State of),,68,B R, 8 955, 8 167, 7 668, 5 998, 6 112, 7 207, 6 166, 4 863, 4 459, 3 920, 3 326, 2 624, 1 994, 1 460,  931, 1 099, 74 949
1659,2020,   Bolivia (Plurinational State of),,68,B R, 9 670, 9 126, 8 459, 7 467, 7 892, 8 427, 7 717, 5 937, 4 690, 4 273, 3 521, 2 901, 2 176, 1 481, 1 041, 1 183, 85 961
1660,1990,   Brazil,,76,B R, 2 426, 4 665, 6 129, 8 027, 8 646, 12 477, 20 202, 28 829, 39 244, 37 958, 39 213, 43 986, 46 686, 44 150, 29 872, 53 637, 426 147
1661,1995,   Brazil,,76,B R, 3 558, 5 582, 5 669, 7 220, 9 090, 12 643, 17 669, 23 453, 31 430, 34 654, 37 533, 38 370, 41 147, 40 821, 33 501, 53 812, 396 152
1662,2000,   Brazil,,76,B R, 4 720, 6 558, 5 233, 6 382, 9 570, 12 840, 15 194, 18 052, 23 034, 31 416, 35 942, 32 943, 35 377, 37 337, 37 394, 54 164, 366 156
1663,2005,   Brazil,,76,B R, 6 426, 8 334, 7 709, 8 622, 11 279, 14 039, 16 082, 18 464, 20 772, 26 049, 28 492, 28 796, 29 757, 31 921, 31 928, 54 349, 343 019
1664,2010,   Brazil,,76,B R, 8 153, 10 198, 10 393, 10 974, 13 054, 15 193, 17 023, 18 945, 18 544, 20 007, 20 656, 24 876, 24 712, 26 441, 26 030, 54 722, 319 921
1665,2015,   Brazil,,76,B R, 8 255, 16 202, 15 769, 15 387, 20 427, 27 269, 32 202, 30 442, 28 199, 26 362, 21 689, 20 310, 21 914, 25 036, 23 104, 50 890, 383 457
1666,2020,   Brazil,,76,B R, 28 754, 38 929, 39 862, 33 744, 33 596, 45 709, 55 533, 54 265, 47 019, 42 824, 32 664, 25 467, 18 955, 21 875, 20 721, 42 964, 582 881
1667,1990,   Chile,,152,B, 4 690, 5 078, 5 806, 4 831, 3 153, 3 253, 3 467, 3 030, 3 035, 2 799, 2 476, 2 302, 2 542, 2 399, 1 744, 3 942, 54 547
1668,1995,   Chile,,152,B, 6 700, 5 584, 6 077, 7 043, 5 810, 3 632, 3 965, 4 187, 3 884, 3 669, 3 437, 3 038, 2 764, 2 912, 2 687, 4 243, 69 632
1669,2000,   Chile,,152,B, 2 557, 5 143, 8 300, 7 490, 10 027, 9 826, 8 104, 7 128, 5 543, 4 160, 3 621, 2 845, 2 257, 2 038, 2 009, 3 669, 84 717
1670,2005,   Chile,,152,B, 3 818, 6 134, 7 769, 11 646, 14 374, 17 306, 16 320, 12 866, 9 986, 7 592, 5 661, 4 978, 3 706, 3 031, 2 823, 3 404, 131 414
1671,2010,   Chile,,152,B, 16 519, 4 658, 7 682, 9 532, 13 403, 17 416, 22 291, 20 972, 15 803, 12 394, 9 839, 7 337, 6 058, 4 696, 3 658, 5 853, 178 111
1672,2015,   Chile,,152,B, 8 428, 13 087, 13 469, 16 569, 35 229, 49 964, 47 803, 40 403, 29 194, 20 283, 15 251, 10 728, 7 004, 4 718, 3 113, 4 471, 319 714
1673,2020,   Chile,,152,B, 16 214, 34 018, 31 791, 32 808, 93 710, 152 250, 149 219, 110 316, 76 273, 48 541, 31 673, 20 614, 12 380, 7 643, 4 766, 7 857, 830 073
1674,1990,   Colombia,,170,B, 6 075, 9 088, 7 995, 4 654, 3 110, 2 925, 2 994, 3 009, 2 682, 2 273, 1 865, 1 666, 1 513, 1 141,  815, 1 304, 53 109
1675,1995,   Colombia,,170,B, 6 027, 7 877, 7 837, 5 079, 3 647, 3 348, 3 144, 3 203, 2 893, 2 396, 2 038, 1 807, 1 641, 1 305,  932, 1 492, 54 666
