Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1508,2000,   Puerto Rico*,25,630,B, 9 833, 15 355, 18 828, 24 217, 39 222, 42 224, 43 143, 35 788, 29 332, 26 536, 23 111, 14 599, 12 426, 6 564, 5 257, 8 603, 355 038
1509,2005,   Puerto Rico*,25,630,B, 8 789, 13 576, 16 646, 21 411, 43 217, 45 699, 43 776, 33 706, 29 286, 27 679, 24 958, 11 768, 10 016, 8 310, 5 658, 7 649, 352 144
1510,2010,   Puerto Rico*,25,630,B, 5 271, 7 603, 9 323, 11 991, 27 172, 33 375, 37 783, 35 805, 31 110, 28 838, 24 559, 16 367, 13 930, 7 361, 5 011, 9 470, 304 969
1511,2015,   Puerto Rico*,25,630,B, 3 887, 5 365, 6 579, 8 462, 22 285, 25 959, 29 387, 32 593, 32 263, 30 475, 25 953, 19 115, 16 269, 7 179, 4 887, 9 836, 280 494
1512,2020,   Puerto Rico*,25,630,B, 3 424, 4 726, 5 796, 7 455, 19 634, 22 871, 25 891, 28 716, 28 425, 26 850, 22 866, 16 841, 14 333, 6 325, 4 305, 8 674, 247 132
1513,1990,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1514,1995,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1515,2000,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1516,2005,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1517,2010,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1518,2015,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1519,2020,   Saint Barthélemy*,,652,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1520,1990,   Saint Kitts and Nevis,,659,B R,  252,  333,  339,  218,  210,  272,  253,  239,  188,  185,  150,  141,  114,  89,  83,  144, 3 210
1521,1995,   Saint Kitts and Nevis,,659,B R,  332,  391,  452,  332,  296,  347,  338,  315,  262,  233,  199,  187,  159,  129,  112,  164, 4 248
1522,2000,   Saint Kitts and Nevis,,659,B R,  467,  504,  573,  426,  446,  566,  546,  502,  410,  341,  242,  214,  175,  143,  127,  189, 5 871
1523,2005,   Saint Kitts and Nevis,,659,B R,  527,  550,  609,  521,  478,  607,  655,  606,  513,  417,  306,  234,  193,  154,  133,  179, 6 682
1524,2010,   Saint Kitts and Nevis,,659,B R,  562,  578,  626,  573,  530,  602,  681,  674,  587,  486,  366,  276,  213,  172,  144,  175, 7 245
1525,2015,   Saint Kitts and Nevis,,659,B R,  565,  577,  613,  582,  559,  588,  646,  679,  624,  531,  413,  317,  238,  187,  154,  170, 7 443
1526,2020,   Saint Kitts and Nevis,,659,B R,  588,  491,  499,  571,  640,  655,  650,  651,  652,  582,  480,  368,  277,  205,  156,  260, 7 725
1527,1990,   Saint Lucia,,662,B R,  379,  542,  491,  434,  424,  550,  596,  475,  361,  205,  179,  147,  151,  144,  90,  137, 5 305
1528,1995,   Saint Lucia,,662,B R,  487,  585,  660,  539,  604,  667,  743,  736,  549,  409,  249,  230,  187,  170,  179,  161, 7 155
1529,2000,   Saint Lucia,,662,B R,  638,  699,  843,  837,  636,  828,  970, 1 001,  941,  673,  494,  317,  303,  244,  206,  241, 9 871
1530,2005,   Saint Lucia,,662,B R,  688,  622,  631,  715,  780,  693,  810,  938,  952,  842,  617,  430,  310,  272,  279,  260, 9 839
1531,2010,   Saint Lucia,,662,B R,  687,  706,  558,  512,  527,  661,  700,  730,  848,  803,  674,  513,  331,  279,  220,  301, 9 050
1532,2015,   Saint Lucia,,662,B R,  645,  654,  593,  502,  488,  558,  639,  672,  734,  769,  694,  558,  396,  287,  235,  249, 8 673
1533,2020,   Saint Lucia,,662,B R,  582,  632,  570,  483,  469,  537,  615,  647,  706,  763,  668,  537,  381,  276,  226,  246, 8 338
1534,1990,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1535,1995,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1536,2000,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1537,2005,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1538,2010,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1539,2015,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1540,2020,   Saint Martin (French part)*,,663,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1541,1990,   Saint Vincent and the Grenadines,,670,B R,  457,  661,  383,  296,  275,  372,  334,  268,  238,  145,  123,  74,  90,  91,  69,  94, 3 970
1542,1995,   Saint Vincent and the Grenadines,,670,B R,  475,  485,  558,  342,  276,  285,  344,  300,  247,  202,  132,  104,  74,  85,  81,  145, 4 135
1543,2000,   Saint Vincent and the Grenadines,,670,B R,  490,  501,  397,  374,  292,  343,  294,  293,  268,  226,  197,  144,  132,  89,  81,  186, 4 307
1544,2005,   Saint Vincent and the Grenadines,,670,B R,  511,  521,  396,  302,  300,  367,  319,  276,  267,  234,  208,  169,  152,  111,  83,  220, 4 436
1545,2010,   Saint Vincent and the Grenadines,,670,B R,  403,  440,  345,  245,  284,  422,  310,  292,  299,  324,  306,  267,  245,  126,  102,  159, 4 569
1546,2015,   Saint Vincent and the Grenadines,,670,B R,  408,  403,  378,  285,  253,  369,  353,  289,  283,  298,  302,  275,  246,  180,  110,  205, 4 637
1547,2020,   Saint Vincent and the Grenadines,,670,B R,  406,  446,  364,  303,  275,  368,  329,  312,  284,  293,  291,  274,  249,  179,  135,  230, 4 738
1548,1990,   Sint Maarten (Dutch part)*,26,534,B R,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1549,1995,   Sint Maarten (Dutch part)*,26,534,B R,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1550,2000,   Sint Maarten (Dutch part)*,26,534,B R,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1551,2005,   Sint Maarten (Dutch part)*,26,534,B R,  460,  702,  860,  985,  907,  918, 1 124, 1 230, 1 309, 1 187,  988,  788,  685,  350,  189,  417, 13 099
1552,2010,   Sint Maarten (Dutch part)*,26,534,B R,  968, 1 477, 1 808, 2 071, 1 803, 1 931, 2 257, 2 586, 2 723, 2 496, 2 078, 1 658, 1 125,  580,  295,  347, 26 203
1553,2015,   Sint Maarten (Dutch part)*,26,534,B R, 1 004, 1 328, 1 780, 2 140, 2 137, 2 093, 2 273, 2 414, 2 496, 2 371, 2 049, 1 675, 1 427, 1 100,  558,  450, 27 295
1554,2020,   Sint Maarten (Dutch part)*,26,534,B R, 1 099, 1 055, 1 306, 1 875, 2 582, 2 806, 2 617, 2 479, 2 394, 2 418, 2 163, 1 810, 1 442, 1 188,  894,  717, 28 845
1555,1990,   Trinidad and Tobago,,780,B R, 1 663, 1 541, 1 550, 1 810, 2 394, 2 803, 3 071, 3 425, 3 407, 2 888, 2 331, 2 513, 3 503, 4 419, 5 334, 8 014, 50 666
1556,1995,   Trinidad and Tobago,,780,B R, 1 459, 1 352, 1 391, 1 539, 1 929, 2 251, 2 524, 2 813, 2 838, 2 562, 2 195, 2 183, 2 903, 4 217, 5 531, 8 307, 45 994
1557,2000,   Trinidad and Tobago,,780,B R, 1 434, 1 328, 1 403, 1 458, 1 703, 1 977, 2 287, 2 546, 2 618, 2 551, 2 327, 2 119, 2 661, 3 664, 4 668, 7 009, 41 753
1558,2005,   Trinidad and Tobago,,780,B R, 1 543, 1 430, 1 550, 1 586, 1 810, 2 027, 2 304, 2 544, 2 667, 2 688, 2 546, 2 376, 2 674, 3 957, 5 239, 7 871, 44 812
1559,2010,   Trinidad and Tobago,,780,B R, 2 298, 2 950, 2 491, 2 226, 2 420, 2 793, 3 615, 3 393, 3 009, 3 384, 3 953, 3 351, 2 638, 2 319, 2 732, 4 654, 48 226
1560,2015,   Trinidad and Tobago,,780,B R, 2 447, 2 285, 2 835, 2 758, 3 104, 3 537, 3 660, 4 051, 3 654, 3 196, 3 295, 3 616, 3 007, 2 331, 2 004, 4 241, 50 021
1561,2020,   Trinidad and Tobago,,780,B R, 5 723, 5 667, 5 093, 5 131, 5 424, 7 174, 6 987, 6 172, 5 776, 5 046, 4 207, 3 918, 3 623, 2 921, 2 206, 3 781, 78 849
1562,1990,   Turks and Caicos Islands*,27,796,B R,  414,  430,  392,  344,  442,  603,  622,  565,  411,  271,  181,  149,  119,  51,  38,  30, 5 062
1563,1995,   Turks and Caicos Islands*,27,796,B R,  131,  508,  500,  521,  797,  929,  856,  756,  657,  472,  310,  206,  163,  125,  49,  59, 7 039
1564,2000,   Turks and Caicos Islands*,27,796,B R,  152,  232,  578,  639, 1 034, 1 332, 1 173,  964,  829,  701,  496,  323,  212,  162,  108,  80, 9 015
1565,2005,   Turks and Caicos Islands*,27,796,B R,  258,  352,  383,  843, 1 539, 2 013, 1 862, 1 474, 1 178,  972,  790,  552,  358,  234,  153,  154, 13 115
1566,2010,   Turks and Caicos Islands*,27,796,B R,  257,  436,  483,  637, 1 950, 2 653, 2 518, 2 066, 1 665, 1 330, 1 050,  820,  565,  355,  209,  222, 17 216
1567,2015,   Turks and Caicos Islands*,27,796,B R,  379,  532,  598,  896, 2 102, 3 472, 3 312, 2 809, 2 281, 1 859, 1 436, 1 079,  811,  542,  311,  304, 22 723
1568,2020,   Turks and Caicos Islands*,27,796,B R,  385,  587,  611,  934, 2 283, 3 399, 3 752, 3 218, 2 728, 2 249, 1 785, 1 324,  966,  705,  431,  391, 25 748
1569,1990,   United States Virgin Islands*,28,850,B, 2 164, 2 650, 3 366, 4 060, 4 778, 5 624, 6 046, 5 800, 4 600, 3 338, 2 309, 1 879, 1 585, 1 392, 1 079, 1 300, 51 970
1570,1995,   United States Virgin Islands*,28,850,B, 2 258, 2 765, 3 513, 4 237, 4 986, 5 869, 6 310, 6 053, 4 801, 3 483, 2 409, 1 961, 1 654, 1 452, 1 126, 1 364, 54 241
1571,2000,   United States Virgin Islands*,28,850,B, 1 731, 2 163, 2 493, 2 946, 3 550, 4 205, 4 840, 5 354, 5 579, 5 465, 4 945, 4 167, 3 394, 2 439, 1 219, 2 121, 56 611
1572,2005,   United States Virgin Islands*,28,850,B, 1 732, 1 861, 2 364, 2 787, 3 314, 3 971, 4 572, 4 963, 5 186, 5 248, 5 040, 4 523, 3 800, 3 068, 2 194, 2 024, 56 647
1573,2010,   United States Virgin Islands*,28,850,B, 1 093, 1 667, 1 969, 2 062, 2 358, 2 931, 3 343, 3 922, 4 592, 5 498, 6 250, 6 003, 5 187, 4 123, 2 061, 3 625, 56 684
1574,2015,   United States Virgin Islands*,28,850,B, 1 100, 1 380, 2 017, 2 439, 2 693, 3 070, 3 630, 3 820, 4 069, 4 502, 5 149, 5 711, 5 428, 4 641, 3 660, 3 412, 56 721
1575,2020,   United States Virgin Islands*,28,850,B, 1 100, 1 471, 1 890, 2 618, 3 189, 3 556, 3 952, 4 185, 4 010, 4 024, 4 201, 4 612, 4 995, 4 622, 3 897, 4 431, 56 753
1583,1990,   Belize,,84,B R , 1 379, 2 479, 3 208, 3 291, 3 442, 3 330, 3 126, 2 635, 2 063, 1 425, 1 106,  836,  707,  513,  379,  485, 30 404
1584,1995,   Belize,,84,B R ,  937, 1 507, 2 591, 3 416, 4 141, 4 415, 3 886, 3 242, 2 678, 1 930, 1 279, 1 008,  771,  649,  458,  538, 33 446
1585,2000,   Belize,,84,B R ,  767, 1 721, 2 847, 3 612, 4 275, 4 425, 3 933, 3 518, 3 086, 2 488, 1 813, 1 262,  877,  722,  492,  650, 36 488
1586,2005,   Belize,,84,B R ,  698, 1 069, 1 955, 3 568, 4 871, 5 368, 5 135, 4 316, 3 616, 3 151, 2 429, 1 819, 1 183,  812,  680,  768, 41 438
1587,2010,   Belize,,84,B R ,  490,  974, 1 440, 2 726, 4 683, 5 989, 6 243, 5 672, 4 518, 3 742, 3 150, 2 302, 1 652, 1 053,  700, 1 056, 46 390
1588,2015,   Belize,,84,B R ,  854, 1 004, 1 365, 2 477, 4 801, 6 781, 7 135, 6 669, 5 938, 4 794, 3 782, 3 087, 2 214, 1 532,  933, 1 249, 54 615
1589,2020,   Belize,,84,B R ,  911, 1 145, 1 322, 2 505, 4 899, 7 174, 7 941, 7 388, 6 751, 6 058, 4 667, 3 572, 2 876, 1 992, 1 322, 1 520, 62 043
1590,1990,   Costa Rica,,188,B R, 10 923, 29 394, 32 224, 41 711, 55 126, 53 438, 45 463, 36 439, 28 237, 21 284, 17 202, 11 740, 9 862, 7 916, 6 394, 10 275, 417 628
1591,1995,   Costa Rica,,188,B R, 9 452, 25 680, 27 899, 36 401, 48 781, 47 298, 40 039, 32 003, 24 653, 18 447, 14 746, 9 897, 8 236, 6 683, 5 398, 8 674, 364 287
1592,2000,   Costa Rica,,188,B R, 8 014, 21 948, 23 667, 31 084, 42 128, 40 855, 34 445, 27 470, 21 060, 15 663, 12 404, 8 206, 6 772, 5 548, 4 481, 7 201, 310 946
1593,2005,   Costa Rica,,188,B R, 7 229, 17 515, 22 096, 32 355, 42 763, 45 825, 42 857, 36 988, 29 315, 22 046, 16 898, 12 157, 9 372, 7 021, 5 241, 8 720, 358 398
1594,2010,   Costa Rica,,188,B R, 6 438, 13 062, 20 510, 33 613, 43 379, 50 768, 51 276, 46 509, 37 576, 28 435, 21 394, 16 111, 11 975, 8 495, 5 999, 10 239, 405 779
1595,2015,   Costa Rica,,188,B R, 4 316, 7 142, 13 856, 24 500, 42 329, 50 893, 52 111, 48 943, 44 015, 35 872, 26 116, 19 119, 14 216, 10 265, 6 993, 11 011, 411 697
1596,2020,   Costa Rica,,188,B R, 19 338, 20 905, 21 387, 27 641, 39 552, 57 405, 59 502, 56 300, 52 298, 47 612, 37 875, 27 202, 18 256, 13 151, 9 127, 13 178, 520 729
1597,1990,   El Salvador,,222,B R, 5 511, 9 193, 4 974, 2 768, 3 301, 3 892, 3 499, 2 732, 2 312, 1 796, 1 546, 1 402, 1 270,  987,  720, 1 457, 47 360
1598,1995,   El Salvador,,222,B R, 3 806, 3 740, 3 638, 3 615, 4 185, 3 661, 3 097, 2 846, 2 490, 1 975, 1 477, 1 251, 1 013,  787,  663, 1 293, 39 537
1599,2000,   El Salvador,,222,B R, 1 873, 1 937, 2 454, 3 615, 4 077, 3 989, 2 845, 2 069, 1 783, 1 662, 1 253, 1 117,  866,  680,  569,  924, 31 713
1600,2005,   El Salvador,,222,B R, 1 757, 2 308, 2 960, 4 106, 4 709, 3 575, 2 912, 2 936, 2 610, 2 090, 1 455, 1 183,  886,  687,  638, 1 217, 36 029
1601,2010,   El Salvador,,222,B R, 2 184, 1 169, 2 089, 3 755, 5 252, 5 812, 4 432, 3 392, 3 009, 2 614, 1 981, 1 302,  941,  699,  528, 1 183, 40 342
1602,2015,   El Salvador,,222,B R, 2 146, 1 358, 1 143, 2 807, 5 310, 6 577, 6 005, 4 021, 2 973, 2 723, 2 204, 1 590, 1 006,  690,  489, 1 017, 42 059
1603,2020,   El Salvador,,222,B R, 2 126, 1 859, 1 546, 1 529, 3 931, 6 454, 6 810, 5 452, 3 480, 2 262, 2 087, 1 766, 1 293,  801,  534,  837, 42 767
1604,1990,   Guatemala,,320,B R, 17 103, 14 601, 17 785, 24 240, 32 007, 35 488, 32 051, 26 027, 18 462, 12 965, 9 413, 8 277, 6 622, 3 973, 2 383, 2 860, 264 257
1605,1995,   Guatemala,,320,B R, 10 124, 8 765, 10 246, 13 797, 18 382, 20 655, 19 039, 15 776, 11 343, 7 958, 5 714, 4 939, 3 951, 2 370, 1 422, 1 707, 156 188
1606,2000,   Guatemala,,320,B R, 3 146, 2 936, 2 692, 3 326, 4 728, 5 805, 6 032, 5 547, 4 247, 2 967, 2 023, 1 603, 1 283,  769,  461,  554, 48 119
1607,2005,   Guatemala,,320,B R, 3 501, 3 268, 3 291, 4 042, 5 256, 6 275, 6 683, 6 283, 5 248, 3 963, 2 921, 2 226, 1 780, 1 068,  640,  769, 57 214
1608,2010,   Guatemala,,320,B R, 3 508, 3 138, 3 280, 3 892, 5 986, 7 513, 7 738, 7 224, 6 622, 5 155, 3 787, 2 796, 2 137, 1 687,  997,  926, 66 386
1609,2015,   Guatemala,,320,B R, 3 464, 3 354, 3 253, 3 893, 6 063, 8 435, 8 987, 8 144, 7 400, 6 284, 4 763, 3 502, 2 592, 1 958, 1 498, 1 262, 74 852
1610,2020,   Guatemala,,320,B R, 3 619, 3 237, 3 447, 3 942, 6 196, 8 707, 10 064, 9 465, 8 419, 7 187, 5 984, 4 550, 3 341, 2 444, 1 790, 1 919, 84 311
1611,1990,   Honduras,,340,B R, 12 871, 15 661, 25 292, 33 102, 36 915, 36 269, 29 150, 20 909, 14 411, 11 084, 9 375, 8 712, 6 970, 4 182, 2 509, 3 011, 270 423
1612,1995,   Honduras,,340,B R, 7 219, 8 802, 13 940, 18 014, 20 019, 19 683, 15 962, 11 630, 8 161, 6 311, 5 332, 4 932, 3 946, 2 367, 1 420, 1 704, 149 442
1613,2000,   Honduras,,340,B R, 1 482, 1 821, 2 319, 2 678, 2 909, 2 992, 2 810, 2 483, 2 110, 1 740, 1 456, 1 257, 1 005,  603,  362,  434, 28 461
1614,2005,   Honduras,,340,B R, 1 016, 1 406, 1 621, 2 328, 2 889, 2 911, 2 944, 2 654, 2 267, 1 936, 1 571, 1 366, 1 133,  872,  518,  502, 27 934
1615,2010,   Honduras,,340,B R, 2 370, 2 226, 1 929, 1 745, 1 683, 1 953, 2 474, 2 536, 2 226, 1 905, 1 643, 1 293, 1 103,  860,  646,  696, 27 288
1616,2015,   Honduras,,340,B R, 3 559, 4 531, 2 886, 2 473, 2 431, 2 484, 2 837, 2 786, 2 520, 2 132, 2 117, 1 680, 1 499, 1 222, 1 173, 2 000, 38 330
1617,2020,   Honduras,,340,B R, 3 184, 3 633, 4 291, 2 746, 2 355, 2 042, 2 545, 2 840, 2 719, 2 456, 2 101, 2 043, 1 589, 1 344, 1 071, 2 236, 39 195
1618,1990,   Mexico,,484,B R, 100 284, 99 772, 94 173, 63 575, 40 606, 36 914, 35 077, 34 658, 29 326, 26 045, 25 983, 25 676, 20 610, 17 647, 18 824, 26 504, 695 674
1619,1995,   Mexico,,484,B R, 59 248, 53 675, 53 057, 50 415, 38 740, 29 319, 27 068, 24 337, 22 966, 18 360, 15 568, 14 720, 14 080, 11 219, 9 496, 16 281, 458 549
1620,2000,   Mexico,,484,B R, 116 886, 106 793, 49 928, 37 023, 32 897, 28 517, 24 436, 23 209, 20 487, 17 258, 16 558, 12 216, 11 510, 11 302, 12 056, 16 975, 538 051
1621,2005,   Mexico,,484,B R, 32 860, 107 919, 98 893, 59 984, 60 213, 60 253, 55 366, 47 686, 40 428, 34 317, 26 505, 24 023, 16 786, 14 572, 13 226, 19 617, 712 648
1622,2010,   Mexico,,484,B R, 207 511, 218 489, 123 603, 86 962, 49 344, 43 912, 44 441, 39 274, 30 792, 25 591, 22 290, 18 124, 17 446, 12 388, 9 335, 20 208, 969 710
1623,2015,   Mexico,,484,B R, 133 425, 211 442, 190 789, 90 409, 67 420, 51 901, 47 550, 44 322, 36 943, 27 560, 24 155, 20 900, 18 163, 16 608, 11 311, 20 793,1 013 691
1624,2020,   Mexico,,484,B R, 159 550, 242 018, 217 892, 107 421, 78 616, 63 889, 59 100, 54 908, 46 312, 35 795, 31 064, 26 428, 20 600, 18 492, 12 592, 22 947,1 197 624
1625,1990,   Nicaragua,,558,B R, 4 091, 9 928, 4 155, 2 577, 2 436, 2 687, 2 884, 2 807, 2 410, 1 864, 1 376, 1 059,  840,  629,  737,  941, 41 421
1626,1995,   Nicaragua,,558,B R, 3 156, 7 656, 2 917, 1 509, 1 236, 1 359, 1 511, 1 559, 1 431, 1 136,  849,  618,  511,  385,  285,  501, 26 619
1627,2000,   Nicaragua,,558,B R, 2 052, 3 096, 6 852, 3 145, 2 448, 2 051, 1 886, 1 790, 1 630, 1 467, 1 073,  926,  610,  496,  397,  470, 30 389
1628,2005,   Nicaragua,,558,B R, 4 012, 4 491, 3 739, 6 786, 2 632, 1 777, 1 698, 1 665, 1 660, 1 459, 1 364, 1 023,  810,  579,  453,  771, 34 919
1629,2010,   Nicaragua,,558,B R, 2 241, 2 868, 3 953, 4 059, 7 162, 3 284, 2 362, 2 088, 1 842, 1 770, 1 481, 1 286,  918,  710,  487,  834, 37 345
1630,2015,   Nicaragua,,558,B R, 2 313, 2 955, 2 640, 3 872, 4 458, 7 430, 3 672, 2 507, 2 146, 1 898, 1 687, 1 355, 1 138,  780,  570,  840, 40 261
1631,2020,   Nicaragua,,558,B R, 1 695, 2 861, 3 232, 2 612, 4 084, 4 881, 7 323, 3 661, 2 517, 2 157, 1 815, 1 555, 1 222,  983,  643,  926, 42 167
1632,1990,   Panama,,591,B R, 1 452, 2 588, 3 288, 3 843, 5 602, 6 985, 6 735, 6 257, 5 334, 4 156, 3 336, 2 710, 2 602, 2 389, 2 144, 3 323, 62 744
1633,1995,   Panama,,591,B R, 1 574, 2 750, 3 379, 4 064, 5 769, 7 396, 7 920, 7 631, 6 602, 5 285, 4 376, 3 218, 2 827, 2 554, 2 157, 3 346, 70 848
1634,2000,   Panama,,591,B R, 1 802, 3 098, 3 705, 4 563, 6 336, 8 312, 9 605, 9 475, 8 270, 6 729, 5 671, 3 928, 3 241, 2 751, 2 322, 3 602, 83 410
1635,2005,   Panama,,591,B R, 2 137, 3 582, 4 467, 5 639, 8 434, 11 334, 12 292, 11 994, 10 906, 9 415, 7 708, 5 822, 4 841, 3 850, 2 763, 4 277, 109 461
1636,2010,   Panama,,591,B R, 2 893, 4 759, 6 115, 7 852, 12 306, 16 768, 17 485, 16 966, 15 826, 14 133, 11 383, 9 010, 7 520, 5 222, 3 749, 5 801, 157 788
1637,2015,   Panama,,591,B R, 2 960, 4 195, 6 138, 9 721, 15 062, 19 607, 20 727, 19 034, 17 919, 16 775, 14 249, 11 144, 8 649, 6 974, 4 628, 6 928, 184 710
1638,2020,   Panama,,591,B R, 20 773, 22 162, 21 184, 20 206, 21 908, 28 134, 29 138, 27 470, 24 901, 23 561, 20 906, 17 180, 11 397, 8 524, 6 569, 9 152, 313 165
1646,1990,   Argentina,,32,B R, 9 891, 30 145, 37 984, 51 448, 75 371, 90 412, 97 523, 113 391, 152 662, 140 913, 127 206, 121 041, 136 224, 148 924, 100 036, 216 748,1 649 919
1647,1995,   Argentina,,32,B R, 11 086, 24 645, 55 215, 62 603, 102 364, 115 695, 113 382, 109 091, 115 053, 139 096, 124 293, 110 298, 103 583, 113 501, 122 093, 173 071,1 595 069
1648,2000,   Argentina,,32,B R, 11 222, 26 992, 37 799, 51 967, 85 909, 107 996, 121 143, 117 309, 107 738, 107 975, 137 909, 121 713, 105 383, 95 206, 99 067, 204 891,1 540 219
1649,2005,   Argentina,,32,B R, 12 906, 37 384, 58 562, 78 205, 136 139, 157 588, 147 871, 138 255, 124 569, 109 002, 103 868, 123 974, 107 432, 91 255, 80 312, 166 841,1 674 163
1650,2010,   Argentina,,32,B R, 30 699, 53 702, 55 911, 85 539, 145 535, 165 460, 145 869, 142 187, 134 745, 122 238, 110 299, 107 748, 129 919, 104 103, 84 852, 187 151,1 805 957
1651,2015,   Argentina,,32,B R, 48 467, 68 528, 81 375, 111 145, 204 482, 246 961, 215 856, 165 457, 146 645, 133 362, 119 922, 106 779, 98 297, 110 876, 86 137, 142 012,2 086 301
1652,2020,   Argentina,,32,B R, 65 704, 97 465, 104 680, 129 990, 202 057, 267 977, 260 535, 208 658, 158 550, 138 099, 123 963, 109 494, 90 785, 80 422, 85 067, 158 282,2 281 728
1653,1990,   Bolivia (Plurinational State of),,68,B R, 6 487, 7 325, 5 463, 7 676, 8 139, 7 416, 6 627, 5 785, 4 669, 3 662, 2 874, 2 112, 1 827, 1 326,  932, 1 438, 73 758
1654,1995,   Bolivia (Plurinational State of),,68,B R, 6 856, 7 332, 8 037, 7 945, 8 825, 9 413, 8 022, 6 490, 5 554, 4 108, 3 118, 2 426, 1 790, 1 493, 1 031, 1 158, 83 598
1655,2000,   Bolivia (Plurinational State of),,68,B R, 8 054, 9 844, 9 559, 7 670, 8 816, 9 158, 7 791, 7 157, 6 110, 4 897, 4 001, 2 825, 2 167, 1 573, 1 267, 1 769, 92 658
1656,2005,   Bolivia (Plurinational State of),,68,B R, 12 767, 10 439, 11 385, 11 725, 9 987, 10 267, 9 467, 7 369, 5 987, 5 073, 3 744, 3 235, 2 037, 1 546, 1 180, 1 537, 107 745
1657,2010,   Bolivia (Plurinational State of),,68,B R, 16 977, 14 428, 10 200, 9 837, 11 729, 10 404, 8 507, 8 102, 7 223, 6 550, 5 287, 4 107, 3 340, 2 327, 1 572, 2 256, 122 846
1658,2015,   Bolivia (Plurinational State of),,68,B R, 17 523, 15 824, 14 928, 12 363, 11 812, 13 730, 11 482, 8 873, 8 079, 7 150, 6 074, 4 729, 3 552, 2 732, 1 804, 2 353, 143 008
1659,2020,   Bolivia (Plurinational State of),,68,B R, 18 929, 17 692, 16 468, 15 348, 15 266, 16 065, 14 371, 10 838, 8 498, 7 792, 6 427, 5 229, 3 879, 2 773, 2 019, 2 527, 164 121
1660,1990,   Brazil,,76,B R, 4 787, 9 414, 12 394, 16 984, 18 525, 23 881, 35 286, 50 747, 71 079, 65 745, 65 308, 74 602, 83 578, 83 954, 60 774, 121 459, 798 517
1661,1995,   Brazil,,76,B R, 6 964, 10 985, 11 594, 14 899, 18 755, 23 932, 31 027, 41 049, 54 981, 60 059, 64 928, 65 885, 71 987, 75 555, 66 042, 122 915, 741 557
1662,2000,   Brazil,,76,B R, 9 141, 12 557, 10 795, 12 814, 18 985, 23 983, 26 769, 31 351, 38 884, 54 373, 64 548, 57 168, 60 396, 67 156, 71 311, 124 365, 684 596
1663,2005,   Brazil,,76,B R, 12 510, 15 742, 15 349, 17 066, 22 382, 27 210, 28 573, 31 636, 34 852, 42 761, 49 781, 50 844, 54 104, 56 624, 58 575, 120 573, 638 582
1664,2010,   Brazil,,76,B R, 15 881, 18 929, 19 905, 21 320, 25 783, 30 441, 30 381, 31 924, 30 824, 31 152, 35 018, 44 525, 47 818, 46 098, 45 844, 116 797, 592 640
1665,2015,   Brazil,,76,B R, 16 179, 30 237, 30 378, 30 075, 40 601, 54 994, 57 762, 51 523, 47 073, 41 195, 36 936, 36 537, 42 660, 43 856, 40 888, 109 410, 710 304
1666,2020,   Brazil,,76,B R, 55 472, 73 464, 76 188, 64 909, 67 041, 91 743, 100 738, 93 378, 79 695, 68 735, 56 205, 45 875, 37 141, 38 792, 37 099, 93 233,1 079 708
1667,1990,   Chile,,152,B, 9 146, 10 001, 11 487, 9 479, 6 186, 6 643, 6 972, 6 059, 5 714, 5 259, 4 578, 4 196, 4 664, 4 628, 3 599, 8 890, 107 501
1668,1995,   Chile,,152,B, 13 574, 11 434, 12 503, 14 361, 11 850, 7 733, 8 305, 8 716, 7 575, 7 143, 6 574, 5 723, 5 245, 5 831, 5 786, 10 064, 142 417
1669,2000,   Chile,,152,B, 5 026, 10 301, 16 509, 15 093, 21 793, 21 879, 17 404, 14 806, 11 646, 8 749, 7 306, 5 509, 4 465, 3 956, 4 017, 8 873, 177 332
